업종,브랜드,상호,평균매출액
커피,커피홀(coffee hole),(자)동명식품 서울지점,123354
커피,더리터(THE LITER),(주)더,200670
커피,일리 카페 (illy caffe),(주)큐로에프앤비,275421
커피,더착한커피,(주)스마트플레이스,118789
커피,커피나무,(주)커피나무,229125
커피,팬도로시,(주)올리브홀딩스,143733
커피,9cafe,(주)비비인터내셔널,186746
커피,에이미스커피(Amy's Coffee),(주)에이미스코리아,90360
커피,핸즈커피(HANDSCOFFEE),(주)지핸즈,196600
커피,다빈치커피,제이에이치다빈치(주),137289
커피,카페다빈치(cafe davinci),제이에이치다빈치(주),172063
커피,까사밍고,(주)라이온에프지,213183
커피,더치앤빈,(주)진심코리아,153984
커피,낭만다방,(주)낭만연구소,20387
커피,빅다방,(주)제이엔에프,145023
커피,커피명가,(주)커피명가,258837
커피,하바나익스프레스,(주)주원에프앤비,129626
커피,마고스,(주)마고스,113503
커피,올리버브라운카페,(주)올리버브라운코리아,8552
커피,아리스타,(주)아리스타,220135
커피,해리스카페,(주)해리스,94575
커피,카페 마체베트,(주)마체베트,101342
커피,빈스빈스,(주)빈스앤로스터리코리아,258697
커피,더웨이닝커피(THE WAIN-ING COFFEE),(주)웨이닝코리아,166071
커피,커피마마,티에고(주),71846
커피,오드리헵번카페티엠(TM),(주)바인인터내셔날,126016
커피,컴포즈커피(COMPOSE COFFEE),(주)제이엠커피컴퍼니,239938
커피,카페티아이엠,(주)에스에이치리테일,106110
커피,아마스빈,(주)비케이컴퍼니,125831
커피,블랙라인커피,(주)카페발트,118598
커피,커피인뉴욕,(주)씨앤비컴퍼니,78500
커피,플라타너스(PLATANUS),(주)세화에프앤씨,110817
커피,커피볶는집,(주)커피볶는집,148261
커피,빨콩,(주)오구본가,156014
커피,빅몬스터,비엠씨(BMC),80731
커피,더벤티,(주)더벤티코리아,278329
커피,탭플레이(TAPLAY),(주)해피랜드에프엔비,124389
커피,포비엔,(주)홀썸푸드,346551
커피,띵크커피,(주)띵크커피코리아,209077
커피,바리스타비,(주)바리스타비,52248
커피,블레스유커피,세인컴퍼니(주),57464
커피,카페데플뢰르,(주)케이제이씨앤씨,65255
커피,생활커피,(주)비브라더스,138052
커피,구스띠모,(주)구스띠모코리아,87461
커피,주커피,태영에프앤비(주),212290
커피,카페에스파니,(주)엠제이컴퍼니,81289
커피,모캄보,(주)마스터코리아,195656
커피,코페아커피(COFFEA COFFEE),(주)감성인터내셔널,177014
커피,워너커피(WANNA COFFEE),(유)워너커피,157145
커피,카페코나퀸즈,카페코나퀸즈(주),277738
커피,허니빈스(HoneyBean's),씨엔지글로벌(주),88102
커피,슈퍼커피,(주)슈퍼커피,170700
커피,엑소엑소핫도그앤커피,(주)세컨드찬스,40935
커피,블레스롤(Bless Roll),블레스롤 가맹본부,310360
커피,카페글렌,(주)글렌인터내셔널,96252
커피,토리스타특별한커피,토리스타씨앤에스(toristar C&S),80378
음료(커피 외),킹콩쥬스엔커피,(주)킹콩쥬스엔커피,95510
음료(커피 외),주스탐,(주)올어바웃,69831
음료(커피 외),떼루와,(주)떼루와,179162
음료(커피 외),쥬씨(JUICY),쥬씨(주),228276
음료(커피 외),유달리,유달리본점,220576
음료(커피 외),본정,본정초콜릿(주),319274
음료(커피 외),타코비카페,오이시오사카,82359
음료(커피 외),곰브라더스,(주)제이스타임,94305
음료(커피 외),퓨로쥬스,(주)퓨로에프앤비,142872
음료(커피 외),황칠가 카페,(주)에이치에스피라이프,39696
음료(커피 외),공차,(주)공차코리아,223447
음료(커피 외),티팩토리912,에프엔비팩토리(주),54698
음료(커피 외),스무디킹(SMOOTHIEKING),스무디킹코리아(주),231770
음료(커피 외),오가다,(주)오가다,167861
음료(커피 외),쥬스스타,선우프로듀스(주),95022
음료(커피 외),아마스빈코리아,(주)스토어하우스,193116
음료(커피 외),쥬스팩토리,(주)쥬스팩토리,74731
음료(커피 외),리치망고,(주)리치망고,236087
음료(커피 외),PRABEAN,(주)프라빈,216592
음료(커피 외),망고레이,(주)망고레이,254904
주점,동경야시장,(주)다이닝팩토리,409524
주점,주민상회,(주)시선프랜차이즈,178635
주점,짝태패밀리,(주)오경,132854
주점,압구정봉구비어,(주)용감한사람들,139907
주점,비어웍스,비어웍스,309500
주점,미술관,(주)디딤,676235
주점,한남동 그집,이심전심(주),223585
주점,김양비어,(주)모두가족,138958
주점,간이역,주인프래너스(주),9626
주점,코키펍(COCKY-PUB),(주)엘브라더스,481987
주점,백스비어,(주)더본코리아,504090
주점,새벽을여는시장사람들,(주)미식주,461325
주점,생활맥주,(주)데일리비어,282267
주점,청춘싸롱,(주)리치메이커,254270
주점,삼칠포차,(주)윈컴퍼니,341670
주점,밤새지기,(주)야미,254409
주점,노가리슈퍼,주식회사 대진에프앤비,279128
주점,폼프리츠,폼프리츠,112151
주점,꼬꼬싸롱,웰그로상사,133751
주점,비턴,(주)비원에프앤씨,184265
주점,경성주막 1929,피에스피에프앤디(주),721931
주점,와바,(주)인토외식산업,249689
주점,맥주바켓(맥주Barket),(주)인토외식산업,266146
주점,구름공방,(주)인토외식산업,163100
주점,"찬수씨,싼술을부탁해",(주)상구패밀리,257769
주점,알바트로스,세음에프앤비,137152
주점,디오니스,세음에프앤비,113304
주점,붐비어,붐비어,140571
주점,퍼스트비어,퍼스트프랜차이즈,155985
주점,아벡데프리츠,아벡데프리츠,159157
주점,타코비비어,오이시오사카,94152
주점,썸타는 비어포차,윤이푸드,62485
주점,짝태&노가리,짝태앤노가리,94609
주점,달동네포장마차,달동네,297000
주점,동행,동행,211639
주점,짝태앤노가리,도봉에프디,149524
주점,79대포,(주)더벗,269044
주점,삼파통닭맥주집,이온유통,98310
주점,투사랑,오엔푸드,36581
주점,가르텐호프앤레스트,(주)가르텐,180265
주점,작업반장,(주)가르텐,145488
주점,짝태&노가리,(주)피엘오하모니,176385
주점,준코노래타운,(주)준코,500289
주점,김봉남포장마차,(주)봉남푸드,270535
주점,군선생,(주)군선생,335521
주점,미니펍,(주)이엔제이홀딩스,96359
주점,한신포차,(주)더본코리아,968553
주점,와라와라,(주)에프앤디파트너,523419
주점,용구비어,(주)와이비에프씨,143864
주점,짠앤짠스,(주)제이스타임,130874
주점,펀앤조이오뎅사께,(주)에스씨에프,72669
주점,이태원천상,(주)에프씨천상,912259
주점,플젠PLZEN,(주)다산에프앤지,203154
주점,꼬지사께,(주)에쓰와이프랜차이즈,140178
주점,엘리팝,(주)에쓰와이프랜차이즈,173058
주점,감술선생,올스타에프엔비,236643
주점,OK포차,(주)빅토리어스,441607
주점,꾼노리,(주)빅토리어스,384068
주점,리얼펍,(주)알피,142107
주점,비어팩토리,(주)에스와이네트웍스,65007
주점,주식회사포차천국,(주)미트더석세스,489505
주점,웃어라청춘,아이디어팜,111351
주점,누룩꽃 피는날,(주)노른자팩토리,301972
주점,치어스,(주)치어스,258222
주점,할리비어,(주)행복들,212003
주점,사나포차,(주)한국창업경제연구소,129337
주점,에피타치치,(주)한경기획,255240
주점,노가리&BEER,(주)티엘에프앤씨,76185
주점,오춘자비어,(주)춘자외식,153831
주점,아맛나 슈퍼,(주)삼육오컴퍼니,343132
주점,통파이브,(주)이루에프씨,236556
주점,서울맥주,(주)스마트플레이스,183149
주점,피쉬앤그릴too,리치푸드(주),170870
주점,피쉬앤그릴&치르치르,리치푸드(주),380176
주점,밀러타임(MILLER TIME),(주)굿맨프리미엄홀딩스,231197
주점,노군꼬치,(주)리앤브라더스컴퍼니,212273
주점,짚동가리쌩주,리치푸드(주),223375
주점,뉴욕야시장,리치푸드(주),380176
주점,청춘낭만비어,(주)좋은친구들,90245
주점,토리고야,토리고야패밀리(주),784665
주점,철수를차버린영희Beer,(주)와이에이치홀딩스,148460
주점,개집비어,(주)개집비어,220729
주점,삼오칠싸롱,(주)케이제이에프앤비,471109
주점,포차어게인,(주)가업FC,862041
주점,무한사케무사,와이치 에스앤에프,223742
주점,홍스타맥주집,(주)가업에프씨,131245
주점,투싼,투싼식품,15456
주점,맛잡이 슈퍼,(주)제이앤케이코리아,263260
주점,가제트술집,가제트술집,96933
주점,청담이상,(주)리코플레이트,767618
주점,시장통,(주)수에프씨,173887
주점,리원,(주)휴메이드,178038
주점,마장동육회포차,(주)스타프렌차이즈,449668
주점,청담동말자싸롱,(주)금탑에프앤비,160274
주점,종로맥가,(주)종로맥가,155337
주점,쎌빠,(주)쎌빠,282435
주점,모로미쿠시,(주)여유와즐거움,259101
주점,더짝,(주)어드밴스21,607971
주점,브롱스,(주)브롱스,418055
주점,삼구포차,(주)퍼스트펭귄,340646
주점,코젤다크하우스(KOZELDARKHAUS),(주)케이디코리아,304917
주점,크래프트 한스(Craft Han's),(주)크래프트한스,373955
주점,술빠빠,(주)자연애몸,28772
주점,봉이동동,(주)자연애몸,26543
주점,달봉감자,디비에프앤비(D.B F&B),115641
주점,쿨럭(coolluck),(주)제이에스인터푸드,158640
주점,대칠성포차,(주)엔에이치에프,419154
주점,비어사케,케이에스에이치(KSH)푸드,159615
주점,임창정의 소주한잔,칠삼비브라더스(주),931138
주점,포차35구역,미코에프씨(주),442347
주점,무한사케무사,미코에프씨(주),186738
주점,칠공공비어(700비어),칠공공비어(주),173217
주점,망고비어,(주)남천에프앤비,140969
주점,오말짜비어,(주)엠제이인터내셔널,117838
주점,왕빈자삼파전,왕빈자삼파전,146713
주점,토대력,(주)이원,180269
주점,투다리,(주)이원,90786
주점,못난감자,(주)오케이푸드파트너스,107743
주점,김작가의 이중생활,(주)에스에프이노베이션,338499
주점,최군맥주,(주)작은거인들,138004
주점,비어캐빈,(주)해리코리아,223754
주점,불땡국수주점,(주)불땡푸드,342131
주점,맛나슈퍼,(주)조은음식드림,268488
주점,행복포차,(주)조은음식드림,205883
주점,유객주,(주)해리코리아,361426
주점,펀비어킹,(주)해리코리아,378707
주점,달빛한모금,(주)달빛가족,306103
주점,지짐이,(주)우용에프앤비,145607
주점,퍼니퍼니,(주)우용에프앤비,237994
주점,감통반,(주)제이윈스,185762
주점,팔팔대포,(주)용형,132187
주점,청춘포차,(주)더블유와이파트너스,24492
주점,보스턴오뎅,(주)리오컴퍼니,157532
주점,삼팔강땡,(주)이원푸드,271940
주점,소로야,(주)사람과사람,118050
주점,사이야,(주)사람과사람,175534
주점,옥탑방오봉자싸롱,(주)봉자체인본부,165187
주점,구노포차,(주)마시명가,148330
주점,호우양꼬치 플러스,(주)건호,334563
주점,청춘문방구,청춘문방구,300579
주점,남오토코,(주)더남,451106
주점,달봉비어,감성에프앤씨,155926
주점,3883 팔도실비집,삼정코리아,357412
주점,맛있는 오칠구,(주) 오칠구,216341
기타 외식,매반생면,매반생면,23622
기타 외식,어게인리프레쉬,(주)카란에프앤비,254087
기타 외식,브라운돈까스,(주)브라운에프앤씨,237821
기타 외식,아라쭈꾸미,(주)중원에프씨,231370
기타 외식,불닭발동대문엽기떡볶이,(주)핫시즈너,421365
기타 외식,아비꼬,쿠산코리아(주),508972
기타 외식,참진앓이,참진앓이,424441
기타 외식,토마토도시락,(주)다채원,161630
기타 외식,호랭이곱창,(주)디딤,1106517
기타 외식,"소담애 족발,보쌈전문점",(주)에브릿,414291
기타 외식,연어로만,(주)거룩한일오삼,1089663
기타 외식,쉐프의부대찌개,(주)케이더블유프랜차이즈,314938
기타 외식,두껍삼,두껍삼,654124
기타 외식,팔삼닭발,The Hoon 코퍼레이션,156316
기타 외식,육전면사무소,(주)인지상정에이치엔,241264
기타 외식,우마이살몬,히노아스카(주),555217
기타 외식,해두리치킨,(주)지와이푸드,223672
기타 외식,뚜띠쿠치나,지엘라온(주),525072
기타 외식,환공어묵베이커리,(주)환공어묵베이커리,270206
기타 외식,이흥선참치,웃는돌참치,290909
기타 외식,맘마미야,사과나무(주),113821
기타 외식,홍대개미,(주)후니에프앤비,699193
기타 외식,1인용,(주)일인용본부,327167
기타 외식,오늘김해생뒷고기,오늘김해뒷고기,239580
기타 외식,어사출또,(주)어판왕,928774
기타 외식,한통(한마리 통큰)정육식당,한통정육식당,603217
기타 외식,웅이네 오돌뼈,(주)웅자네푸드,314035
기타 외식,이번지 깡통집,이번지 깡통집,332867
기타 외식,맥쓰(MEXX)세계치킨,맥쓰(MEXX)세계치킨,19392
기타 외식,장미빛찜닭,장미빛찜닭,429968
기타 외식,도리명가,D.R HOLDINGS,295374
기타 외식,설원칡냉면&푸짐보쌈,입안에 행복,173678
기타 외식,낭만닭발,낭만닭발,137743
기타 외식,타코비,오이시오사카,76304
기타 외식,마루샤브,마루앤F/D,1344407
기타 외식,더족발,더족발,224420
기타 외식,장금수부대찌개,금수식품,319474
기타 외식,카츠젠,카츠젠,477350
기타 외식,새우꺾기,새우꺾기,7090
기타 외식,복어잡는사람들,에스제이푸드시스템,843375
기타 외식,라라코스트(raracost),라라코스트 진 F&B,838016
기타 외식,고굽남 고기굽는남자,고기굽는남자,800469
기타 외식,행당족발,행당족발,484595
기타 외식,공릉동원조멸치국수,원조멸치국수,155667
기타 외식,서병장대김이병,비타민에프앤비,182634
기타 외식,노걸대,(주)노걸대,391241
기타 외식,철인7호,앤아이에프(NIF),221394
기타 외식,바비박스,(주)다온에프앤씨,138836
기타 외식,종로맥가,(주)종로맥가,155337
기타 외식,55온족발,55온푸드,277091
기타 외식,대동국수,(유)대동상회,157912
기타 외식,장충당,(주)장충당,392577
기타 외식,스시노백쉐프(스시노BackChef),(주)일성코퍼레이션,515389
기타 외식,마시그래이,(주)에스이엠,155134
기타 외식,아그집쭈꾸미,(주)아그집쭈꾸미,299664
기타 외식,앤하우스,(주)앤하우스,224103
기타 외식,파시야,(주)앤하우스,97960
기타 외식,연타발,(주)행복한구이세상,3318298
기타 외식,불불이족발,(주)비앤비푸드시스템,204041
기타 외식,가마치 옛날통닭,(주)티지와이,179512
기타 외식,닭익는마을,(주)지엔에스에프앤비,155046
기타 외식,화덕에꾸운삼겹살,(주)후인,307231
기타 외식,콩심,(주)맛있는푸드,400772
기타 외식,퇘랑숯돌생고기,(주)지엔에스엠엔에프,109329
기타 외식,우쿠야,(주)지엔에스에프앤비,185029
기타 외식,비비큐올리브돈까스,(주)지엔에스에프앤비,251720
기타 외식,시크릿테이스트 참숯바베큐,(주)지엔에스에프앤비,182452
기타 외식,오징어청춘,(주)청춘,876927
기타 외식,유천냉면,(주)유천대가,270563
기타 외식,오징어나라,(주)신창NC,245738
기타 외식,투모아,(주)투모아,13588
기타 외식,수누리,(주)에스엔알푸드,568070
기타 외식,우리집다음에맛있는집양평해장국,(주)우리집다음에맛있는집,252529
기타 외식,추오정,(주)아정푸드시스템,571103
기타 외식,미소공장,티앤에스피플(주),242309
기타 외식,봉추찜닭,(주)봉추푸드시스템,300052
기타 외식,그램그램,(주)빅투,547239
기타 외식,무보까,(주)다담,526002
기타 외식,봉구스밥버거,(주)부자이웃,122265
기타 외식,948키친(948Kitchen),(주)948에프엔비,1592381
기타 외식,불소식당,(주)불소,301115
기타 외식,아붕,(주)스마일에프씨,34533
기타 외식,디저트39,(주)디저트메이커스,171784
기타 외식,장인닭갈비,(주)다이닝팩토리,753980
기타 외식,강창구찹쌀진순대,(주)창구식품,432275
기타 외식,아내의쉐프,(주)아내의쉐프,80158
기타 외식,플랩잭 팬트리(Flapjack Pantry),(주)플랩잭 팬트리,174389
기타 외식,삼통치킨,(주)삼통치킨,332402
기타 외식,포메인,(주)데일리킹,505349
기타 외식,놀란돼지,(주)숲풀림식품,138130
기타 외식,놀란곱창,(주)숲풀림식품,54672
기타 외식,돈수백,(주)푸디안,546979
기타 외식,뽕잎사랑샤브칼국수보쌈냉면,(주)성신에프씨,519086
기타 외식,남가네설악추어탕,(주)미라지식품,334977
기타 외식,구슬함박,(주)구슬함박,815672
기타 외식,한모둠,(주)미라지식품,317890
기타 외식,목우촌미소와돈,(주)농협목우촌,297083
기타 외식,목우촌웰빙마을,(주)농협목우촌,246237
기타 외식,하랑은상자초밥&모밀,하랑은(주),169747
기타 외식,다이닝센,(주)더센코리아,556507
기타 외식,대독장,비투에스(주),409389
기타 외식,구석탱이,(주)비비엠패밀리,476682
기타 외식,케이콜라보김밥,(주)해지온,376657
기타 외식,바르미샤브칼국수,(주)즐거운세상,368414
기타 외식,바르미샤브샤브n칼국수,(주)즐거운세상,1121361
기타 외식,장병숙 큰손 원조50년 전통 할매순대국,(주)디에스푸드시스템,107164
기타 외식,어다리,(주)어다리,650584
기타 외식,삼대나주곰탕,(주)혜윰에프엔비,754456
기타 외식,육회한연어,(주)삼육오컴퍼니,304620
기타 외식,우리집닭강정,(주)글로벌리더스,97328
기타 외식,원조 김할머니의령소바,(주)광개토에프에스,268800
기타 외식,순남시래기,바른창업(주),427119
기타 외식,홍스쭈꾸미,(주)에이치에스푸드,290816
기타 외식,노량진의 전설 미스사이공(miss420),(주)엠푸드에스엔시,296257
기타 외식,곱창고,(주)제이엔케이패밀리,607494
기타 외식,쿡1015,(주)홍익푸드,241485
기타 외식,개구리반찬,(주)백만,65449
기타 외식,델리(Delhi),(주)델리푸드,465964
기타 외식,육회공작소,(주)피에프에스,532970
기타 외식,베스트빈,(주)에스에이치네트웍스,97058
기타 외식,진송추어탕,(주)우림에프씨,287344
기타 외식,씨드앤너츠,(주)씨드앤너츠,118351
기타 외식,서래통,(주)서래스터,701245
기타 외식,도쿄스테이크,해피브릿지협동조합,42765
기타 외식,단지네,(주)전주단지네,231448
기타 외식,제주도그릴,(주)코라이징에프앤비,29621
기타 외식,달구지막창,(주)달구지푸드,81121
기타 외식,빛나는바다,(주)빛나는바다,1041557
기타 외식,정든닭발,(주)정든,399863
기타 외식,육감만족,(주)정담,507261
기타 외식,백년가교동짬뽕,(주)백년가에프앤씨,456485
기타 외식,굴세상,(유)굴세상,217840
기타 외식,미스터시래기,(주)푸드앤이노베이션,535680
기타 외식,더엠투,엠투퓨전펍프렌차이즈,566667
기타 외식,코바코,(주)호경에프씨,229353
기타 외식,명동칼국수,(주)명동푸드,313070
기타 외식,고요남,(주)글로벌푸드시스템,656542
기타 외식,바푸리뽕앤까스,(주)비피알,248031
기타 외식,바푸리차돌떡볶이,(주)비피알,179609
기타 외식,부엉이돈가스,(주)부엉이에프엔비,461403
기타 외식,대구우야지막창,(주)대구우야지막창,447152
기타 외식,예다손,(주)창억,171153
기타 외식,요남자,(주)올소,436717
기타 외식,룰루랄라,더드림컴퍼니,413041
기타 외식,오므토토마토,아모제푸드(주),523619
기타 외식,황제잠수함인,(주)황제에프엔비,489412
기타 외식,다영신토불이,농업회사법인주식회사다영푸드,433980
기타 외식,이시봉 족발보쌈,(주)현백,374602
기타 외식,지훈남닭발,지훈남푸드(주),225199
기타 외식,꽃담은소,(주)아리솔에프씨,335638
기타 외식,육장갈비,(주)마루에프씨,360550
기타 외식,우마루,(주)마루에프씨,121363
기타 외식,종로할머니칼국수 수(手),(주)종로에프엔씨,142412
기타 외식,샤브향,(주)에스에프씨,591481
기타 외식,히노아지,(주)젠푸드,268000
기타 외식,카툰공감,(주)라이온에프지,195602
기타 외식,통큰갈비,(주)해성외식,525033
기타 외식,낭만쭈꾸미,(주)낭만연구소,864139
기타 외식,맛쭈서해쭈꾸미,(주)맛쭈,236449
기타 외식,보드람 치킨,(주)보드람씨앤알,184960
기타 외식,죽이야기,(주)대호가,133196
기타 외식,포36거리,포36거리,207457
기타 외식,진주품은활어,(주)진품,797702
기타 외식,육풍,(주)하율외식경영,851095
기타 외식,곽두리쪽갈비,(주)곽두리,125410
기타 외식,굴천지&초계국수,제이앤에스,257020
기타 외식,몽꼬,(주)어드밴스21,123794
기타 외식,공룡고기,(주)다이노에프에스,564180
기타 외식,퍼스트도마(1st도마),(주)다이노에프에스,310332
기타 외식,고양이부엌,(주)교동컴퍼니,175758
기타 외식,돈탐라,(주)돈탐라,321080
기타 외식,맥주터널,크레프트터널,129863
기타 외식,이동근선산곱창.막창,(주)에이투지,345219
기타 외식,라라감자탕,라라,278510
기타 외식,두찜,기영에프앤비(F&B),202805
기타 외식,에쎄레젤라또,(주)에쎄레,205589
기타 외식,샤브한쌈,(주)지에이치에스,384473
기타 외식,원조설악추어탕,(주)케리온,234835
기타 외식,한스델리,(주)한스앤컴퍼니,224911
기타 외식,마리웨일마카롱,(주)루시카토,129070
기타 외식,루시카토캔디,(주)루시카토,46468
기타 외식,치덕스,(주)상건,264000
기타 외식,국대오리,(주)상건,389453
기타 외식,콩샌,(유)콩샌,106051
기타 외식,꼬챙이,(주)제이에스인터푸드,121298
기타 외식,쭉심,주식회사 송상트레이딩,277559
기타 외식,승승삼겹,승승유통,243339
기타 외식,어처구니없는두릉도원북촌순두부,이제이피(주),550883
기타 외식,돈스락,(주)에스제이코리아,193993
기타 외식,반하는보쌈,(주)바른식,630947
기타 외식,바른식시골보쌈&감자옹심이,(주)바른식,79132
기타 외식,로드스테이크,(주)엔씨코리아푸드,289226
기타 외식,오쭈,(주)엔씨코리아푸드,399932
기타 외식,산쪼메,(주)산쪼메,243308
기타 외식,명동찌개마을,(주)정다원식품점,407164
기타 외식,솔레미오,(주)한울푸드라인,167928
기타 외식,화통집,(주)조은세상에프엔씨,597362
기타 외식,모노치즈(Mono Cheese),(주)엘투씨에프앤비,98049
기타 외식,팬아시아(Pan Asia),(주)팬아시아다인힐,900777
기타 외식,족발보쌈전문점 장충동B&F,(주)장충동B&F,119358
기타 외식,용가마순대,(주)용가마,155053
기타 외식,니뽕내뽕,(주)제이테이블,453080
기타 외식,경성함바그,(주)우리동네에프앤비,546143
기타 외식,김이박부대찌개앤스테이크,(주)영광식품,77496
기타 외식,청주본가,(주)영광식품,329707
기타 외식,바르다김선생,(주)바르다김선생,335874
기타 외식,공씨네주먹밥,맛있는놀이터외식사업부(주),102675
기타 외식,종로상회,(주)씨엠씨에프씨,719772
기타 외식,도네누,(주)도네누,350404
기타 외식,설화참숯닭갈비,다원푸드,160000
기타 외식,현죽,(주)한길에프씨,165956
기타 외식,군삼겹,(주)계경원,227023
기타 외식,은하철도 곱곱곱,(주)금표에프앤디,119623
기타 외식,푸릴리,(주)계경원,291329
기타 외식,짱큰대구대가리,짱큰FNC,109575
기타 외식,우박집,(주)계경원,346996
기타 외식,김영희강남동태찜,(주)해피푸드,339399
기타 외식,리맨즈,(주)에스에프이노베이션,358386
기타 외식,무한갈비만세,(주)계백미트,475544
기타 외식,돈까스클럽,(주)일승식품,863420
기타 외식,육대장,(주)육대장,586070
기타 외식,북촌손만두,(주)북촌사람들,413293
기타 외식,심청아배고파,(주)서정,214386
기타 외식,코다차야,(주)코다,2384692
기타 외식,산카이이자카야,(주)에스엔디코퍼레이션,598125
기타 외식,돼지들의맛있는전쟁돈삼육지,(주)해리코리아,613767
기타 외식,월남선생,(주)이든에프엔씨,176560
기타 외식,멘무샤조이,(주)오리엔탈푸드코리아,176267
기타 외식,코코샤브,(주)오리엔탈푸드코리아,779433
기타 외식,녹슨드럼통,녹통,313585
기타 외식,멘무샤,(주)오리엔탈푸드코리아,444298
기타 외식,호아빈,(주)오리엔탈푸드코리아,421469
기타 외식,샌드프레소,(주)동원홈푸드,76210
기타 외식,트래블앤쿡,(주)펀앤아이,416666
기타 외식,하노이별,하노이별,293643
기타 외식,갈매기먹짱,(주)씨엠월드에프앤씨,202039
기타 외식,Amity해변의 죠스찜닭,(주)퓨전한식연구소 디엠,304678
기타 외식,화주부(화덕피자 주는 부대찌개),(주)쉐프코리아,275911
기타 외식,깐깐한족발,(주)깐깐한패밀리,496241
기타 외식,길성이,(주)길성이,343571
기타 외식,원당감자탕,(주)나운에프에스,308895
기타 외식,그릴킹,(주)GK글로벌,106431
기타 외식,토시래,(주)퍼스트원,426936
기타 외식,고기굽는카페조선,(주)더 굿 에프앤씨,384035
기타 외식,신사소곱창,(주)에스에스에프앤비,545144
기타 외식,일오닭갈비,(주)일오,270123
기타 외식,순곱이네,(주)에스앤에프홀딩스,170348
기타 외식,쉬림프박스,용원에프앤비(F&B),156700
기타 외식,쭈꾸미달인,(주)달인에프앤비,188847
기타 외식,장충동왕족발보쌈,(주) 한가족,255182
기타 외식,WITCH COFFEE & Witch's Stick,(주)위치,62656
기타 외식,하우돈곱창,하우돈곱창,210281
기타 외식,개성집,(주)바름,513198
기타 외식,월남쌈김상사,(주)웰빙푸드에프씨,602017
기타 외식,노랑강정,주식회사 와이푸드,473872
기타 외식,고래고래회&해산물포차,(주)고래고래컴퍼니,753739
기타 외식,강남교자,(주)강남교자,584993
기타 외식,코나야,(주)세진푸드,552601
기타 외식,시골애,(주)시골애,385858
기타 외식,밀숲,(주)한소반,257539
기타 외식,곱창이야기,(주)기성피제이에스,371946
기타 외식,쪽갈비전문점 예감,(주)와이지인더스트리,189485
기타 외식,앗싸곱창,앗싸(주),168525
기타 외식,오주,월드린,87956
기타 외식,온마리,온마리에프앤시,212066
기타 외식,한우궁,파워푸드(유),1239092
기타 외식,레시피#9,(주)레시피원,288327
기타 외식,바이킹스,아시안키친(주),1669084
기타 외식,라무진,(주)라무진,372886
기타 외식,곱창폭식,(주)피플블라썸,618416
기타 외식,원웨이,아시안키친(주),318181
기타 외식,방콕익스프레스,(주)와이에스에프엔비,296829
기타 외식,김덕후의 곱창조,(주)김덕후컴퍼니,713086
기타 외식,제주돗통담,제주돗통담,202720
기타 외식,더램(THE램),더램,423233
기타 외식,뿅가야채곱창,원에프씨,31308
기타 외식,싱싱난리부르스 5000냥,싱싱난리부르스 5000냥,174263
기타 외식,다채쌈밥,에그트리,277278
기타 외식,국물아이가,친구FOOD,96666
기타 외식,불난술집,(주)화력발전소,377342
기타 외식,얼큰이찌개마을,한울프랜차이즈,354991
기타 외식,육회마을,한울프랜차이즈,466087
기타 외식,황소갈비,(주)명성에프앤비,800000
기타 외식,숯불의 향기,해피소스,189162
기타 외식,샤꼬,주식회사 도도에프알,233532
