id,do,si(gu),dong,population
585,부산광역시,강서구,대저2동,7072
586,부산광역시,강서구,강동동,4350
587,부산광역시,강서구,명지1동,51189
588,부산광역시,강서구,명지2동,30311
589,부산광역시,강서구,가락동,2406
590,부산광역시,강서구,녹산동,33461
591,부산광역시,강서구,가덕도동,3812
592,부산광역시,연제구,거1동,29564
593,부산광역시,연제구,거2동,12464
594,부산광역시,연제구,거3동,10083
595,부산광역시,연제구,거4동,10674
596,부산광역시,연제구,연산1동,16298
597,부산광역시,연제구,연산2동,20954
598,부산광역시,연제구,연산3동,7364
599,부산광역시,연제구,연산4동,16568
600,부산광역시,연제구,연산5동,16505
601,부산광역시,연제구,연산6동,16801
602,부산광역시,연제구,연산8동,14353
603,부산광역시,연제구,연산9동,35791
604,부산광역시,수영구,남천1동,14006
605,부산광역시,수영구,남천2동,12285
606,부산광역시,수영구,수영동,14858
607,부산광역시,수영구,망미1동,27682
608,부산광역시,수영구,망미2동,11324
609,부산광역시,수영구,광안1동,25921
610,부산광역시,수영구,광안2동,18658
611,부산광역시,수영구,광안3동,9551
612,부산광역시,수영구,광안4동,13405
613,부산광역시,수영구,민락동,28455
614,부산광역시,사상구,삼락동,5899
615,부산광역시,사상구,모라1동,28085
616,부산광역시,사상구,모라3동,10930
617,부산광역시,사상구,덕포1동,8809
618,부산광역시,사상구,덕포2동,13063
619,부산광역시,사상구,괘법동,22197
620,부산광역시,사상구,감전동,13671
621,부산광역시,사상구,주례1동,15442
622,부산광역시,사상구,주례2동,23390
623,부산광역시,사상구,주례3동,13275
624,부산광역시,사상구,학장동,28802
625,부산광역시,사상구,엄궁동,27689
626,부산광역시,기장군,기장읍,52694
627,부산광역시,기장군,장안읍,8583
628,부산광역시,기장군,정관읍,81686
629,부산광역시,기장군,일광면,25083
630,부산광역시,기장군,철마면,8010
631,대구광역시,중구,동인동,8395
632,대구광역시,중구,삼덕동,6702
633,대구광역시,중구,성내1동,5050
634,대구광역시,중구,성내2동,4490
635,대구광역시,중구,성내3동,5077
636,대구광역시,중구,대신동,8051
637,대구광역시,중구,남산1동,5074
638,대구광역시,중구,남산2동,4310
639,대구광역시,중구,남산3동,6994
640,대구광역시,중구,남산4동,11764
641,대구광역시,중구,대봉1동,7548
642,대구광역시,중구,대봉2동,2192
643,대구광역시,동구,신암1동,7590
644,대구광역시,동구,신암2동,10644
645,대구광역시,동구,신암3동,9959
646,대구광역시,동구,신암4동,12454
647,대구광역시,동구,신암5동,6515
648,대구광역시,동구,신천1.2동,13142
649,대구광역시,동구,신천3동,12373
650,대구광역시,동구,신천4동,7465
651,대구광역시,동구,효목1동,14114
652,대구광역시,동구,효목2동,13893
653,대구광역시,동구,도평동,4172
654,대구광역시,동구,불로.봉무동,21630
655,대구광역시,동구,지저동,14791
656,대구광역시,동구,동촌동,15867
657,대구광역시,동구,방촌동,18166
658,대구광역시,동구,해안동,15098
659,대구광역시,동구,안심1동,43270
660,대구광역시,동구,안심2동,11290
661,대구광역시,동구,안심3동,21322
662,대구광역시,동구,안심4동,29372
663,대구광역시,동구,혁신동,18833
664,대구광역시,동구,공산동,20696
665,대구광역시,서구,내당1동,8605
666,대구광역시,서구,내당2.3동,10073
667,대구광역시,서구,내당4동,16875
668,대구광역시,서구,비산1동,9786
669,대구광역시,서구,비산2.3동,9601
670,대구광역시,서구,비산4동,9965
671,대구광역시,서구,비산5동,6322
672,대구광역시,서구,비산6동,7829
673,대구광역시,서구,비산7동,10939
674,대구광역시,서구,평리1동,7937
675,대구광역시,서구,평리2동,8089
676,대구광역시,서구,평리3동,10059
677,대구광역시,서구,평리4동,18252
678,대구광역시,서구,평리5동,1788
679,대구광역시,서구,평리6동,5176
680,대구광역시,서구,상중이동,20305
681,대구광역시,서구,원대동,7831
682,대구광역시,남구,이천동,12319
683,대구광역시,남구,봉덕1동,9271
684,대구광역시,남구,봉덕2동,12222
685,대구광역시,남구,봉덕3동,17149
686,대구광역시,남구,대명1동,11501
687,대구광역시,남구,대명2동,10605
688,대구광역시,남구,대명3동,11062
689,대구광역시,남구,대명4동,11227
690,대구광역시,남구,대명5동,7250
691,대구광역시,남구,대명6동,9643
692,대구광역시,남구,대명9동,15958
693,대구광역시,남구,대명10동,9275
694,대구광역시,남구,대명11동,8524
695,대구광역시,북구,고성동,4957
696,대구광역시,북구,칠성동,23433
697,대구광역시,북구,침산1동,4222
698,대구광역시,북구,침산2동,19300
699,대구광역시,북구,침산3동,20240
700,대구광역시,북구,산격1동,9450
701,대구광역시,북구,산격2동,11040
702,대구광역시,북구,산격3동,9125
703,대구광역시,북구,산격4동,8618
704,대구광역시,북구,대현동,18422
705,대구광역시,북구,복현1동,7680
706,대구광역시,북구,복현2동,28979
707,대구광역시,북구,검단동,6653
708,대구광역시,북구,무태조야동,36726
709,대구광역시,북구,관문동,37212
710,대구광역시,북구,태전1동,22360
711,대구광역시,북구,태전2동,24978
712,대구광역시,북구,구암동,36242
713,대구광역시,북구,관음동,17031
714,대구광역시,북구,읍내동,26782
715,대구광역시,북구,동천동,28880
716,대구광역시,북구,노원동,12036
717,대구광역시,북구,국우동,23999
718,대구광역시,수성구,범어1동,16116
719,대구광역시,수성구,범어2동,15932
720,대구광역시,수성구,범어3동,16425
721,대구광역시,수성구,범어4동,19951
722,대구광역시,수성구,만촌1동,23096
723,대구광역시,수성구,만촌2동,11342
724,대구광역시,수성구,만촌3동,20199
725,대구광역시,수성구,수성1가동,18579
726,대구광역시,수성구,수성2.3가동,12179
727,대구광역시,수성구,수성4가동,15077
728,대구광역시,수성구,황금1동,24164
729,대구광역시,수성구,황금2동,11088
730,대구광역시,수성구,중동,11221
731,대구광역시,수성구,상동,16910
732,대구광역시,수성구,파동,12850
733,대구광역시,수성구,두산동,14243
734,대구광역시,수성구,지산1동,22434
735,대구광역시,수성구,지산2동,19060
736,대구광역시,수성구,범물1동,11596
737,대구광역시,수성구,범물2동,17335
738,대구광역시,수성구,고산1동,31410
739,대구광역시,수성구,고산2동,27619
740,대구광역시,수성구,고산3동,33933
741,대구광역시,달서구,성당동,23806
742,대구광역시,달서구,두류1.2동,14572
743,대구광역시,달서구,두류3동,8441
744,대구광역시,달서구,감삼동,27210
745,대구광역시,달서구,죽전동,13812
746,대구광역시,달서구,장기동,17546
747,대구광역시,달서구,용산1동,31477
748,대구광역시,달서구,용산2동,29287
749,대구광역시,달서구,이곡1동,23498
750,대구광역시,달서구,이곡2동,16734
751,대구광역시,달서구,신당동,32010
752,대구광역시,달서구,본리동,21937
753,대구광역시,달서구,월성1동,43643
754,대구광역시,달서구,월성2동,16342
755,대구광역시,달서구,진천동,76501
756,대구광역시,달서구,상인1동,38773
757,대구광역시,달서구,상인2동,20102
758,대구광역시,달서구,상인3동,11323
759,대구광역시,달서구,도원동,36150
760,대구광역시,달서구,송현1동,19648
761,대구광역시,달서구,송현2동,18380
762,대구광역시,달서구,본동,12985
763,대구광역시,달성군,화원읍,47775
764,대구광역시,달성군,논공읍,4656
765,대구광역시,달성군,논공읍공단출장소,13577
766,대구광역시,달성군,다사읍,50482
767,대구광역시,달성군,다사읍서재출장소,38586
768,대구광역시,달성군,유가읍,29680
769,대구광역시,달성군,옥포읍,25333
770,대구광역시,달성군,현풍읍,23071
771,대구광역시,달성군,가창면,7863
772,대구광역시,달성군,하빈면,3696
773,대구광역시,달성군,구지면,15114
774,인천광역시,중구,연안동,6223
775,인천광역시,중구,신포동,5167
776,인천광역시,중구,신흥동,13251
777,인천광역시,중구,도원동,3945
778,인천광역시,중구,율목동,3293
779,인천광역시,중구,동인천동,5824
780,인천광역시,중구,북성동,2769
781,인천광역시,중구,송월동,4417
782,인천광역시,중구,영종동,15800
783,인천광역시,중구,영종1동,43405
784,인천광역시,중구,운서동,31192
785,인천광역시,중구,용유동,4039
786,인천광역시,동구,만석동,7043
787,인천광역시,동구,화수1.화평동,6088
788,인천광역시,동구,화수2동,7742
789,인천광역시,동구,송현1.2동,10611
790,인천광역시,동구,송현3동,3667
791,인천광역시,동구,송림1동,1653
792,인천광역시,동구,송림2동,2891
793,인천광역시,동구,송림3.5동,7984
794,인천광역시,동구,송림4동,4407
795,인천광역시,동구,송림6동,6672
796,인천광역시,동구,금창동,2997
797,인천광역시,미추홀구,숭의2동,14690
798,인천광역시,미추홀구,숭의1.3동,14447
799,인천광역시,미추홀구,숭의4동,16525
800,인천광역시,미추홀구,용현1.4동,17160
801,인천광역시,미추홀구,용현2동,17931
802,인천광역시,미추홀구,용현3동,7419
803,인천광역시,미추홀구,용현5동,48051
804,인천광역시,미추홀구,학익1동,30873
805,인천광역시,미추홀구,학익2동,18879
806,인천광역시,미추홀구,도화1동,23161
807,인천광역시,미추홀구,도화2.3동,32237
808,인천광역시,미추홀구,주안1동,20635
809,인천광역시,미추홀구,주안2동,16540
810,인천광역시,미추홀구,주안3동,8906
811,인천광역시,미추홀구,주안4동,13889
812,인천광역시,미추홀구,주안5동,17310
813,인천광역시,미추홀구,주안6동,22216
814,인천광역시,미추홀구,주안7동,12830
815,인천광역시,미추홀구,주안8동,21259
816,인천광역시,미추홀구,관교동,15332
817,인천광역시,미추홀구,문학동,13885
818,인천광역시,연수구,옥련1동,19617
819,인천광역시,연수구,옥련2동,20773
820,인천광역시,연수구,선학동,17259
821,인천광역시,연수구,연수1동,19956
822,인천광역시,연수구,연수2동,21462
823,인천광역시,연수구,연수3동,16473
824,인천광역시,연수구,청학동,25136
825,인천광역시,연수구,동춘1동,25721
826,인천광역시,연수구,동춘2동,18560
827,인천광역시,연수구,동춘3동,18822
828,인천광역시,연수구,송도1동,38110
829,인천광역시,연수구,송도2동,36750
830,인천광역시,연수구,송도3동,48834
831,인천광역시,연수구,송도4동,25010
832,인천광역시,연수구,송도5동,37994
833,인천광역시,남동구,구월1동,31754
834,인천광역시,남동구,구월2동,35684
835,인천광역시,남동구,구월3동,29644
836,인천광역시,남동구,구월4동,14965
837,인천광역시,남동구,간석1동,22298
838,인천광역시,남동구,간석2동,22126
839,인천광역시,남동구,간석3동,27998
840,인천광역시,남동구,간석4동,29037
841,인천광역시,남동구,만수1동,17332
842,인천광역시,남동구,만수2동,24516
843,인천광역시,남동구,만수3동,17821
844,인천광역시,남동구,만수4동,21396
845,인천광역시,남동구,만수5동,15504
846,인천광역시,남동구,만수6동,24732
847,인천광역시,남동구,장수서창동,20218
848,인천광역시,남동구,서창2동,39702
849,인천광역시,남동구,남촌도림동,21156
850,인천광역시,남동구,논현1동,32196
851,인천광역시,남동구,논현2동,32950
852,인천광역시,남동구,논현고잔동,41684
853,인천광역시,부평구,부평1동,37091
854,인천광역시,부평구,부평2동,15496
855,인천광역시,부평구,부평3동,12930
856,인천광역시,부평구,부평4동,36337
857,인천광역시,부평구,부평5동,32855
858,인천광역시,부평구,부평6동,15057
859,인천광역시,부평구,산곡1동,13296
860,인천광역시,부평구,산곡2동,31665
861,인천광역시,부평구,산곡3동,22291
862,인천광역시,부평구,산곡4동,17956
863,인천광역시,부평구,청천1동,7011
864,인천광역시,부평구,청천2동,34956
865,인천광역시,부평구,갈산1동,16391
866,인천광역시,부평구,갈산2동,19141
867,인천광역시,부평구,삼산1동,34028
868,인천광역시,부평구,삼산2동,29182
869,인천광역시,부평구,부개1동,16443
870,인천광역시,부평구,부개2동,18845
871,인천광역시,부평구,부개3동,31633
872,인천광역시,부평구,일신동,12646
873,인천광역시,부평구,십정1동,12717
874,인천광역시,부평구,십정2동,23403
875,인천광역시,계양구,효성1동,24900
876,인천광역시,계양구,효성2동,29548
877,인천광역시,계양구,계산1동,19625
878,인천광역시,계양구,계산2동,15990
879,인천광역시,계양구,계산3동,19583
880,인천광역시,계양구,계산4동,23333
881,인천광역시,계양구,작전1동,28366
882,인천광역시,계양구,작전2동,20282
883,인천광역시,계양구,작전서운동,34131
884,인천광역시,계양구,계양1동,21232
885,인천광역시,계양구,계양2동,33836
886,인천광역시,계양구,계양3동,25945
887,인천광역시,서구,검암경서동,45670
888,인천광역시,서구,연희동,41191
889,인천광역시,서구,청라1동,31428
890,인천광역시,서구,청라2동,48839
891,인천광역시,서구,청라3동,30608
892,인천광역시,서구,가정1동,28254
893,인천광역시,서구,가정2동,6598
894,인천광역시,서구,가정3동,9785
895,인천광역시,서구,석남1동,22644
896,인천광역시,서구,석남2동,13268
897,인천광역시,서구,석남3동,14066
898,인천광역시,서구,신현원창동,31961
899,인천광역시,서구,가좌1동,12262
900,인천광역시,서구,가좌2동,20268
901,인천광역시,서구,가좌3동,16524
902,인천광역시,서구,가좌4동,10828
903,인천광역시,서구,검단동,32972
904,인천광역시,서구,불로대곡동,22739
905,인천광역시,서구,원당동,24628
906,인천광역시,서구,당하동,28224
907,인천광역시,서구,오류왕길동,24632
908,인천광역시,서구,마전동,23143
909,인천광역시,강화군,강화읍,22567
910,인천광역시,강화군,선원면,7843
911,인천광역시,강화군,불은면,4912
912,인천광역시,강화군,길상면,7031
913,인천광역시,강화군,화도면,4512
914,인천광역시,강화군,양도면,4257
915,인천광역시,강화군,내가면,3034
916,인천광역시,강화군,하점면,3989
917,인천광역시,강화군,양사면,1856
918,인천광역시,강화군,송해면,3232
919,인천광역시,강화군,교동면,2885
920,인천광역시,강화군,삼산면,2230
921,인천광역시,강화군,서도면,390
922,인천광역시,강화군,서도면볼음출장소,270
923,인천광역시,옹진군,북도면,1164
924,인천광역시,옹진군,북도면장봉출장소,985
925,인천광역시,옹진군,백령면,5094
926,인천광역시,옹진군,대청면,1225
927,인천광역시,옹진군,대청면소청출장소,227
928,인천광역시,옹진군,덕적면,1872
929,인천광역시,옹진군,영흥면,6434
930,인천광역시,옹진군,자월면,929
931,인천광역시,옹진군,자월면이작출장소,379
932,인천광역시,옹진군,연평면,2026
933,광주광역시,동구,충장동,4526
934,광주광역시,동구,동명동,3853
935,광주광역시,동구,계림1동,10550
936,광주광역시,동구,계림2동,7837
937,광주광역시,동구,산수1동,8827
938,광주광역시,동구,산수2동,10373
939,광주광역시,동구,지산1동,4383
940,광주광역시,동구,지산2동,4674
941,광주광역시,동구,서남동,3187
942,광주광역시,동구,학동,7987
943,광주광역시,동구,학운동,11798
944,광주광역시,동구,지원1동,7940
945,광주광역시,동구,지원2동,16532
946,광주광역시,서구,양동,3935
947,광주광역시,서구,양3동,4705
948,광주광역시,서구,농성1동,11027
949,광주광역시,서구,농성2동,5023
950,광주광역시,서구,광천동,8430
951,광주광역시,서구,유덕동,10671
952,광주광역시,서구,치평동,30550
953,광주광역시,서구,상무1동,24954
954,광주광역시,서구,상무2동,23970
955,광주광역시,서구,화정1동,15805
956,광주광역시,서구,화정2동,20883
957,광주광역시,서구,화정3동,10245
958,광주광역시,서구,화정4동,15692
959,광주광역시,서구,서창동,5923
960,광주광역시,서구,금호1동,20336
961,광주광역시,서구,금호2동,28949
962,광주광역시,서구,풍암동,37375
963,광주광역시,서구,동천동,16218
964,광주광역시,남구,양림동,7182
965,광주광역시,남구,방림1동,6919
966,광주광역시,남구,방림2동,9074
967,광주광역시,남구,봉선1동,13782
968,광주광역시,남구,봉선2동,29074
969,광주광역시,남구,사직동,5290
970,광주광역시,남구,월산동,7259
971,광주광역시,남구,월산4동,8760
972,광주광역시,남구,월산5동,6499
973,광주광역시,남구,백운1동,12361
974,광주광역시,남구,백운2동,6505
975,광주광역시,남구,주월1동,19985
976,광주광역시,남구,주월2동,8252
977,광주광역시,남구,효덕동,45939
978,광주광역시,남구,송암동,20586
979,광주광역시,남구,대촌동,6309
980,광주광역시,북구,중흥1동,4976
981,광주광역시,북구,중흥2동,6820
982,광주광역시,북구,중흥3동,4900
983,광주광역시,북구,중앙동,3228
984,광주광역시,북구,임동,7945
985,광주광역시,북구,신안동,12048
986,광주광역시,북구,용봉동,38443
987,광주광역시,북구,운암1동,19400
988,광주광역시,북구,운암2동,12246
989,광주광역시,북구,운암3동,13040
990,광주광역시,북구,동림동,23687
991,광주광역시,북구,우산동,10639
992,광주광역시,북구,풍향동,5923
993,광주광역시,북구,문화동,21036
994,광주광역시,북구,문흥1동,16235
995,광주광역시,북구,문흥2동,15951
996,광주광역시,북구,두암1동,7884
997,광주광역시,북구,두암2동,16243
998,광주광역시,북구,두암3동,13737
999,광주광역시,북구,삼각동,14302
1000,광주광역시,북구,일곡동,30240
1001,광주광역시,북구,매곡동,14059
1002,광주광역시,북구,오치1동,11222
1003,광주광역시,북구,오치2동,12676
1004,광주광역시,북구,석곡동,2628
1005,광주광역시,북구,건국동,22557
1006,광주광역시,북구,양산동,38011
1007,광주광역시,북구,신용동,29524
1008,광주광역시,광산구,송정1동,11047
1009,광주광역시,광산구,송정2동,6598
1010,광주광역시,광산구,도산동,15590
1011,광주광역시,광산구,신흥동,4670
1012,광주광역시,광산구,어룡동,32869
1013,광주광역시,광산구,우산동,28235
1014,광주광역시,광산구,월곡1동,11178
1015,광주광역시,광산구,월곡2동,16052
1016,광주광역시,광산구,비아동,7298
1017,광주광역시,광산구,첨단1동,27604
1018,광주광역시,광산구,첨단2동,43585
1019,광주광역시,광산구,신가동,18761
1020,광주광역시,광산구,운남동,31343
1021,광주광역시,광산구,수완동,77845
1022,광주광역시,광산구,하남동,24564
1023,광주광역시,광산구,임곡동,2148
1024,광주광역시,광산구,동곡동,1928
1025,광주광역시,광산구,평동,4104
1026,광주광역시,광산구,삼도동,2266
1027,광주광역시,광산구,본량동,2045
1028,광주광역시,광산구,신창동,35209
1029,대전광역시,동구,중앙동,4743
1030,대전광역시,동구,효동,24916
1031,대전광역시,동구,신인동,12156
1032,대전광역시,동구,판암1동,12376
1033,대전광역시,동구,판암2동,8651
1034,대전광역시,동구,용운동,21574
1035,대전광역시,동구,대동,14914
1036,대전광역시,동구,자양동,10570
1037,대전광역시,동구,가양1동,13824
1038,대전광역시,동구,가양2동,18304
1039,대전광역시,동구,용전동,20547
1040,대전광역시,동구,성남동,12209
1041,대전광역시,동구,홍도동,10920
1042,대전광역시,동구,삼성동,14375
1043,대전광역시,동구,대청동,2474
1044,대전광역시,동구,산내동,20916
1045,대전광역시,중구,은행선화동,15955
1046,대전광역시,중구,목동,14593
1047,대전광역시,중구,중촌동,13169
1048,대전광역시,중구,대흥동,13964
1049,대전광역시,중구,문창동,4714
1050,대전광역시,중구,석교동,15850
1051,대전광역시,중구,대사동,5526
1052,대전광역시,중구,부사동,6661
1053,대전광역시,중구,용두동,9533
1054,대전광역시,중구,오류동,10409
1055,대전광역시,중구,태평1동,13494
1056,대전광역시,중구,태평2동,26170
1057,대전광역시,중구,유천1동,6661
1058,대전광역시,중구,유천2동,13785
1059,대전광역시,중구,문화1동,22662
1060,대전광역시,중구,문화2동,12789
1061,대전광역시,중구,산성동,27666
1062,대전광역시,서구,복수동,22716
1063,대전광역시,서구,도마1동,15179
1064,대전광역시,서구,도마2동,17455
1065,대전광역시,서구,정림동,16446
1066,대전광역시,서구,변동,16180
1067,대전광역시,서구,용문동,12427
1068,대전광역시,서구,탄방동,27440
1069,대전광역시,서구,괴정동,19241
1070,대전광역시,서구,가장동,12155
1071,대전광역시,서구,내동,23936
1072,대전광역시,서구,갈마1동,21596
1073,대전광역시,서구,갈마2동,25072
1074,대전광역시,서구,월평1동,11209
1075,대전광역시,서구,월평2동,14991
1076,대전광역시,서구,월평3동,21605
1077,대전광역시,서구,가수원동,41537
1078,대전광역시,서구,관저1동,15798
1079,대전광역시,서구,관저2동,50533
1080,대전광역시,서구,기성동,3781
1081,대전광역시,서구,둔산1동,17118
1082,대전광역시,서구,둔산2동,36320
1083,대전광역시,서구,만년동,12912
1084,대전광역시,서구,둔산3동,20038
1085,대전광역시,유성구,진잠동,34904
1086,대전광역시,유성구,온천1동,34920
1087,대전광역시,유성구,온천2동,40074
1088,대전광역시,유성구,노은1동,22090
1089,대전광역시,유성구,노은2동,24785
1090,대전광역시,유성구,노은3동,37650
1091,대전광역시,유성구,신성동,26000
1092,대전광역시,유성구,전민동,27009
1093,대전광역시,유성구,구즉동,27806
1094,대전광역시,유성구,관평동,28942
1095,대전광역시,유성구,원신흥동,45956
1096,대전광역시,대덕구,오정동,14596
1097,대전광역시,대덕구,대화동,7127
1098,대전광역시,대덕구,회덕동,12593
1099,대전광역시,대덕구,비래동,16471
1100,대전광역시,대덕구,송촌동,27684
1101,대전광역시,대덕구,중리동,19533
1102,대전광역시,대덕구,신탄진동,11020
1103,대전광역시,대덕구,석봉동,16534
1104,대전광역시,대덕구,덕암동,13814
1105,대전광역시,대덕구,목상동,6634
1106,대전광역시,대덕구,법1동,13242
1107,대전광역시,대덕구,법2동,16324
1108,울산광역시,중구,학성동,10367
1109,울산광역시,중구,반구1동,17176
1110,울산광역시,중구,반구2동,8800
1111,울산광역시,중구,복산1동,4600
1112,울산광역시,중구,복산2동,11308
1113,울산광역시,중구,중앙동,13021
1114,울산광역시,중구,우정동,18999
1115,울산광역시,중구,태화동,33413
1116,울산광역시,중구,다운동,22914
1117,울산광역시,중구,병영1동,22341
1118,울산광역시,중구,병영2동,20400
1119,울산광역시,중구,약사동,10891
1120,울산광역시,중구,성안동,21046
1121,울산광역시,남구,신정1동,18951
1122,울산광역시,남구,신정2동,24511
1123,울산광역시,남구,신정3동,16358
1124,울산광역시,남구,신정4동,21163
1125,울산광역시,남구,신정5동,8837
1126,울산광역시,남구,달동,27252
1127,울산광역시,남구,삼산동,48875
1128,울산광역시,남구,삼호동,20590
1129,울산광역시,남구,무거동,32070
1130,울산광역시,남구,옥동,26582
1131,울산광역시,남구,대현동,30299
1132,울산광역시,남구,수암동,16960
1133,울산광역시,남구,선암동,14332
1134,울산광역시,남구,야음장생포동,11279
1135,울산광역시,동구,방어동,40189
1136,울산광역시,동구,일산동,5814
1137,울산광역시,동구,화정동,19811
1138,울산광역시,동구,대송동,11714
1139,울산광역시,동구,전하1동,14969
1140,울산광역시,동구,전하2동,20764
1141,울산광역시,동구,남목1동,8841
1142,울산광역시,동구,남목2동,21398
1143,울산광역시,동구,남목3동,12253
1144,울산광역시,북구,농소1동,37173
1145,울산광역시,북구,농소2동,40158
1146,울산광역시,북구,농소3동,38865
1147,울산광역시,북구,강동동,16527
1148,울산광역시,북구,효문동,29800
1149,울산광역시,북구,송정동,35968
1150,울산광역시,북구,양정동,9972
1151,울산광역시,북구,염포동,10018
1152,울산광역시,울주군,온산읍,20243
1153,울산광역시,울주군,언양읍,28293
1154,울산광역시,울주군,온양읍,28623
1155,울산광역시,울주군,범서읍,70255
1156,울산광역시,울주군,청량읍,19341
1157,울산광역시,울주군,삼남읍,21905
1158,울산광역시,울주군,서생면,8319
1159,울산광역시,울주군,웅촌면,7701
1160,울산광역시,울주군,두동면,4157
1161,울산광역시,울주군,두서면,3114
1162,울산광역시,울주군,상북면,7935
1163,울산광역시,울주군,삼동면,1799
1164,세종특별자치시,,조치원읍,43304
1165,세종특별자치시,,연기면,2758
1166,세종특별자치시,,연동면,3156
1167,세종특별자치시,,부강면,6251
1168,세종특별자치시,,금남면,8912
1169,세종특별자치시,,장군면,6877
1170,세종특별자치시,,연서면,7452
1171,세종특별자치시,,전의면,5614
1172,세종특별자치시,,전동면,3484
1173,세종특별자치시,,소정면,2412
1174,세종특별자치시,,한솔동,19184
1175,세종특별자치시,,새롬동,30970
1176,세종특별자치시,,도담동,40847
