id,do,si(gu),dong,population
2352,전라북도,군산시,소룡동,16824
2353,전라북도,군산시,미성동,11874
2354,전라북도,익산시,함열읍,6906
2355,전라북도,익산시,오산면,7827
2356,전라북도,익산시,황등면,7137
2357,전라북도,익산시,함라면,2302
2358,전라북도,익산시,웅포면,1568
2359,전라북도,익산시,성당면,1930
2360,전라북도,익산시,용안면,2653
2361,전라북도,익산시,낭산면,3090
2362,전라북도,익산시,망성면,2987
2363,전라북도,익산시,여산면,3322
2364,전라북도,익산시,금마면,5287
2365,전라북도,익산시,왕궁면,4374
2366,전라북도,익산시,춘포면,4556
2367,전라북도,익산시,삼기면,2601
2368,전라북도,익산시,용동면,1584
2369,전라북도,익산시,중앙동,3421
2370,전라북도,익산시,평화동,4809
2371,전라북도,익산시,인화동,7037
2372,전라북도,익산시,동산동,22614
2373,전라북도,익산시,마동,9393
2374,전라북도,익산시,남중동,11636
2375,전라북도,익산시,모현동,38233
2376,전라북도,익산시,송학동,8538
2377,전라북도,익산시,영등1동,23183
2378,전라북도,익산시,영등2동,14371
2379,전라북도,익산시,어양동,25287
2380,전라북도,익산시,신동,15668
2381,전라북도,익산시,팔봉동,6714
2382,전라북도,익산시,삼성동,31557
2383,전라북도,정읍시,신태인읍,5440
2384,전라북도,정읍시,북면,4264
2385,전라북도,정읍시,입암면,2850
2386,전라북도,정읍시,소성면,2068
2387,전라북도,정읍시,고부면,2786
2388,전라북도,정읍시,영원면,1785
2389,전라북도,정읍시,덕천면,1788
2390,전라북도,정읍시,이평면,2090
2391,전라북도,정읍시,정우면,2592
2392,전라북도,정읍시,태인면,3418
2393,전라북도,정읍시,감곡면,2783
2394,전라북도,정읍시,옹동면,1672
2395,전라북도,정읍시,칠보면,2318
2396,전라북도,정읍시,산내면,1230
2397,전라북도,정읍시,산외면,2095
2398,전라북도,정읍시,수성동,17387
2399,전라북도,정읍시,장명동,2971
2400,전라북도,정읍시,내장상동,20509
2401,전라북도,정읍시,시기동,3307
2402,전라북도,정읍시,초산동,10334
2403,전라북도,정읍시,연지동,5986
2404,전라북도,정읍시,농소동,4120
2405,전라북도,정읍시,상교동,3917
2406,전라북도,남원시,운봉읍,3834
2407,전라북도,남원시,주천면,2622
2408,전라북도,남원시,수지면,1130
2409,전라북도,남원시,송동면,2041
2410,전라북도,남원시,주생면,1834
2411,전라북도,남원시,금지면,2312
2412,전라북도,남원시,대강면,1609
2413,전라북도,남원시,대산면,1669
2414,전라북도,남원시,사매면,1494
2415,전라북도,남원시,덕과면,955
2416,전라북도,남원시,보절면,1511
2417,전라북도,남원시,산동면,1861
2418,전라북도,남원시,이백면,2266
2419,전라북도,남원시,아영면,1882
2420,전라북도,남원시,산내면,2116
2421,전라북도,남원시,인월면,2718
2422,전라북도,남원시,동충동,3477
2423,전라북도,남원시,죽항동,3331
2424,전라북도,남원시,노암동,6187
2425,전라북도,남원시,금동,6713
2426,전라북도,남원시,왕정동,4153
2427,전라북도,남원시,향교동,7144
2428,전라북도,남원시,도통동,17368
2429,전라북도,김제시,만경읍,2650
2430,전라북도,김제시,죽산면,2488
2431,전라북도,김제시,백산면,2530
2432,전라북도,김제시,용지면,3575
2433,전라북도,김제시,백구면,3806
2434,전라북도,김제시,부량면,1323
2435,전라북도,김제시,공덕면,2536
2436,전라북도,김제시,청하면,1770
2437,전라북도,김제시,성덕면,1813
2438,전라북도,김제시,진봉면,2637
2439,전라북도,김제시,금구면,5017
2440,전라북도,김제시,봉남면,2232
2441,전라북도,김제시,황산면,1882
2442,전라북도,김제시,금산면,4600
2443,전라북도,김제시,광활면,1352
2444,전라북도,김제시,요촌동,11131
2445,전라북도,김제시,신풍동,12813
2446,전라북도,김제시,검산동,11385
2447,전라북도,김제시,교월동,6539
2448,전라북도,완주군,삼례읍,14296
2449,전라북도,완주군,봉동읍,25833
2450,전라북도,완주군,용진읍,7102
2451,전라북도,완주군,상관면,4386
2452,전라북도,완주군,이서면,14272
2453,전라북도,완주군,소양면,6132
2454,전라북도,완주군,구이면,5791
2455,전라북도,완주군,고산면,4701
2456,전라북도,완주군,비봉면,1890
2457,전라북도,완주군,운주면,1932
2458,전라북도,완주군,화산면,2733
2459,전라북도,완주군,동상면,1079
2460,전라북도,완주군,경천면,980
2461,전라북도,진안군,진안읍,10086
2462,전라북도,진안군,용담면,833
2463,전라북도,진안군,안천면,1085
2464,전라북도,진안군,동향면,1381
2465,전라북도,진안군,상전면,864
2466,전라북도,진안군,백운면,1970
2467,전라북도,진안군,성수면,1786
2468,전라북도,진안군,마령면,1846
2469,전라북도,진안군,부귀면,2838
2470,전라북도,진안군,정천면,1068
2471,전라북도,진안군,주천면,1495
2472,전라북도,무주군,무주읍,9438
2473,전라북도,무주군,무풍면,2233
2474,전라북도,무주군,설천면,4037
2475,전라북도,무주군,적상면,2579
2476,전라북도,무주군,안성면,4246
2477,전라북도,무주군,부남면,1407
2478,전라북도,장수군,장수읍,7365
2479,전라북도,장수군,산서면,2076
2480,전라북도,장수군,번암면,2303
2481,전라북도,장수군,장계면,4372
2482,전라북도,장수군,천천면,2100
2483,전라북도,장수군,계남면,2148
2484,전라북도,장수군,계북면,1582
2485,전라북도,임실군,임실읍,7356
2486,전라북도,임실군,청웅면,1291
2487,전라북도,임실군,운암면,1621
2488,전라북도,임실군,신평면,1438
2489,전라북도,임실군,성수면,1652
2490,전라북도,임실군,오수면,3672
2491,전라북도,임실군,신덕면,1318
2492,전라북도,임실군,삼계면,1518
2493,전라북도,임실군,관촌면,3296
2494,전라북도,임실군,강진면,1518
2495,전라북도,임실군,덕치면,1166
2496,전라북도,임실군,지사면,1198
2497,전라북도,순창군,순창읍,10200
2498,전라북도,순창군,인계면,1528
2499,전라북도,순창군,동계면,2004
2500,전라북도,순창군,풍산면,1720
2501,전라북도,순창군,금과면,1715
2502,전라북도,순창군,팔덕면,1415
2503,전라북도,순창군,쌍치면,1965
2504,전라북도,순창군,복흥면,2176
2505,전라북도,순창군,적성면,1295
2506,전라북도,순창군,유등면,1113
2507,전라북도,순창군,구림면,2343
2508,전라북도,고창군,고창읍,21219
2509,전라북도,고창군,고수면,2249
2510,전라북도,고창군,아산면,2636
2511,전라북도,고창군,무장면,2777
2512,전라북도,고창군,공음면,2527
2513,전라북도,고창군,상하면,2432
2514,전라북도,고창군,해리면,2783
2515,전라북도,고창군,성송면,1811
2516,전라북도,고창군,대산면,3310
2517,전라북도,고창군,심원면,2513
2518,전라북도,고창군,흥덕면,3129
2519,전라북도,고창군,성내면,1959
2520,전라북도,고창군,신림면,2238
2521,전라북도,고창군,부안면,2660
2522,전라북도,부안군,부안읍,20974
2523,전라북도,부안군,주산면,1919
2524,전라북도,부안군,동진면,2862
2525,전라북도,부안군,행안면,2203
2526,전라북도,부안군,계화면,3444
2527,전라북도,부안군,보안면,2450
2528,전라북도,부안군,변산면,4485
2529,전라북도,부안군,진서면,2295
2530,전라북도,부안군,백산면,2570
2531,전라북도,부안군,상서면,2222
2532,전라북도,부안군,하서면,2670
2533,전라북도,부안군,줄포면,2570
2534,전라북도,부안군,위도면,1136
2535,전라남도,목포시,용당1동,10601
2536,전라남도,목포시,용당2동,5146
2537,전라남도,목포시,연동,4771
2538,전라남도,목포시,산정동,8524
2539,전라남도,목포시,연산동,9717
2540,전라남도,목포시,원산동,12998
2541,전라남도,목포시,대성동,5092
2542,전라남도,목포시,목원동,7696
2543,전라남도,목포시,동명동,5438
2544,전라남도,목포시,삼학동,6109
2545,전라남도,목포시,만호동,2877
2546,전라남도,목포시,유달동,4208
2547,전라남도,목포시,죽교동,3130
2548,전라남도,목포시,북항동,9328
2549,전라남도,목포시,용해동,17352
2550,전라남도,목포시,이로동,10831
2551,전라남도,목포시,상동,21274
2552,전라남도,목포시,하당동,11874
2553,전라남도,목포시,신흥동,16574
2554,전라남도,목포시,삼향동,4807
2555,전라남도,목포시,옥암동,11440
2556,전라남도,목포시,부흥동,8537
2557,전라남도,목포시,부주동,23139
2558,전라남도,여수시,돌산읍,2680
2559,전라남도,여수시,돌산읍우두출장소,8572
2560,전라남도,여수시,돌산읍죽포출장소,1929
2561,전라남도,여수시,소라면,20416
2562,전라남도,여수시,율촌면,6315
2563,전라남도,여수시,화양면,6508
2564,전라남도,여수시,남면,2798
2565,전라남도,여수시,화정면,1334
2566,전라남도,여수시,화정면개도출장소,814
2567,전라남도,여수시,삼산면,2054
2568,전라남도,여수시,동문동,4786
2569,전라남도,여수시,한려동,3192
2570,전라남도,여수시,중앙동,4391
2571,전라남도,여수시,충무동,4031
2572,전라남도,여수시,광림동,6148
2573,전라남도,여수시,서강동,3807
2574,전라남도,여수시,대교동,5453
2575,전라남도,여수시,국동,11477
2576,전라남도,여수시,월호동,6928
2577,전라남도,여수시,여서동,18911
2578,전라남도,여수시,문수동,21563
2579,전라남도,여수시,미평동,11821
2580,전라남도,여수시,둔덕동,10302
2581,전라남도,여수시,만덕동,10512
2582,전라남도,여수시,쌍봉동,32598
2583,전라남도,여수시,시전동,37274
2584,전라남도,여수시,여천동,21446
2585,전라남도,여수시,주삼동,8204
2586,전라남도,여수시,삼일동,2419
2587,전라남도,여수시,묘도동,1161
2588,전라남도,순천시,승주읍,2694
2589,전라남도,순천시,해룡면,4584
2590,전라남도,순천시,해룡면상삼출장소,18248
2591,전라남도,순천시,해룡면신대출장소,33049
2592,전라남도,순천시,서면,12013
2593,전라남도,순천시,황전면,2927
2594,전라남도,순천시,월등면,1787
2595,전라남도,순천시,주암면,3164
2596,전라남도,순천시,송광면,1525
2597,전라남도,순천시,외서면,884
2598,전라남도,순천시,낙안면,3256
2599,전라남도,순천시,별량면,5538
2600,전라남도,순천시,상사면,2845
2601,전라남도,순천시,향동,3689
2602,전라남도,순천시,매곡동,6813
2603,전라남도,순천시,삼산동,25304
2604,전라남도,순천시,조곡동,6287
2605,전라남도,순천시,덕연동,44280
2606,전라남도,순천시,풍덕동,7735
2607,전라남도,순천시,남제동,8828
2608,전라남도,순천시,저전동,2854
2609,전라남도,순천시,장천동,2347
2610,전라남도,순천시,중앙동,3077
2611,전라남도,순천시,도사동,18462
2612,전라남도,순천시,왕조1동,40330
2613,전라남도,순천시,왕조2동,19584
2614,전라남도,나주시,남평읍,12028
2615,전라남도,나주시,세지면,2629
2616,전라남도,나주시,왕곡면,2901
2617,전라남도,나주시,반남면,1448
2618,전라남도,나주시,공산면,2312
2619,전라남도,나주시,동강면,2496
2620,전라남도,나주시,다시면,3569
2621,전라남도,나주시,문평면,1957
2622,전라남도,나주시,노안면,4626
2623,전라남도,나주시,금천면,4291
2624,전라남도,나주시,산포면,3375
2625,전라남도,나주시,다도면,1875
2626,전라남도,나주시,봉황면,4225
2627,전라남도,나주시,송월동,7657
2628,전라남도,나주시,영강동,2698
2629,전라남도,나주시,금남동,4895
2630,전라남도,나주시,성북동,8773
2631,전라남도,나주시,영산동,3276
2632,전라남도,나주시,이창동,3410
2633,전라남도,나주시,빛가람동,37672
2634,전라남도,광양시,광양읍,48678
2635,전라남도,광양시,봉강면,2179
2636,전라남도,광양시,옥룡면,3077
2637,전라남도,광양시,옥곡면,4408
2638,전라남도,광양시,진상면,2830
2639,전라남도,광양시,진월면,2802
2640,전라남도,광양시,다압면,1785
2641,전라남도,광양시,골약동,1588
2642,전라남도,광양시,중마동,57639
2643,전라남도,광양시,광영동,12001
2644,전라남도,광양시,금호동,12002
2645,전라남도,광양시,태인동,1790
2646,전라남도,담양군,담양읍,15096
2647,전라남도,담양군,봉산면,2774
2648,전라남도,담양군,고서면,3159
2649,전라남도,담양군,가사문학면,1234
2650,전라남도,담양군,창평면,3682
2651,전라남도,담양군,대덕면,1944
2652,전라남도,담양군,무정면,2759
2653,전라남도,담양군,금성면,2640
2654,전라남도,담양군,용면,1847
2655,전라남도,담양군,월산면,2471
2656,전라남도,담양군,수북면,4545
2657,전라남도,담양군,대전면,4390
2658,전라남도,곡성군,곡성읍,7819
2659,전라남도,곡성군,오곡면,1883
2660,전라남도,곡성군,삼기면,1667
2661,전라남도,곡성군,석곡면,2360
2662,전라남도,곡성군,목사동면,1332
2663,전라남도,곡성군,죽곡면,1915
2664,전라남도,곡성군,고달면,1164
2665,전라남도,곡성군,옥과면,4171
2666,전라남도,곡성군,입면,2449
2667,전라남도,곡성군,겸면,1693
2668,전라남도,곡성군,오산면,1435
2669,전라남도,구례군,구례읍,10763
2670,전라남도,구례군,문척면,1279
2671,전라남도,구례군,간전면,1503
2672,전라남도,구례군,토지면,2515
2673,전라남도,구례군,마산면,2648
2674,전라남도,구례군,광의면,2280
2675,전라남도,구례군,용방면,1470
2676,전라남도,구례군,산동면,2979
2677,전라남도,고흥군,고흥읍,12489
2678,전라남도,고흥군,도양읍,9758
2679,전라남도,고흥군,도양읍소록출장소,618
2680,전라남도,고흥군,도양읍시산출장소,227
2681,전라남도,고흥군,풍양면,3132
2682,전라남도,고흥군,도덕면,2950
2683,전라남도,고흥군,금산면,4321
2684,전라남도,고흥군,도화면,3896
2685,전라남도,고흥군,포두면,4905
2686,전라남도,고흥군,봉래면,1886
2687,전라남도,고흥군,점암면,2631
2688,전라남도,고흥군,과역면,3311
2689,전라남도,고흥군,남양면,2284
2690,전라남도,고흥군,동강면,3101
2691,전라남도,고흥군,대서면,2280
2692,전라남도,고흥군,두원면,3018
2693,전라남도,고흥군,영남면,1277
2694,전라남도,고흥군,동일면,1488
2695,전라남도,보성군,보성읍,9133
2696,전라남도,보성군,벌교읍,11772
2697,전라남도,보성군,노동면,1107
2698,전라남도,보성군,미력면,1416
2699,전라남도,보성군,겸백면,1164
2700,전라남도,보성군,율어면,1200
2701,전라남도,보성군,복내면,1663
2702,전라남도,보성군,문덕면,885
2703,전라남도,보성군,조성면,3711
2704,전라남도,보성군,득량면,2788
2705,전라남도,보성군,득량면예당출장소,1227
2706,전라남도,보성군,회천면,3034
2707,전라남도,보성군,웅치면,1069
2708,전라남도,화순군,화순읍,38931
2709,전라남도,화순군,한천면,929
2710,전라남도,화순군,한천면영외출장소,428
2711,전라남도,화순군,춘양면,1781
2712,전라남도,화순군,청풍면,1051
2713,전라남도,화순군,이양면,1795
2714,전라남도,화순군,능주면,3308
2715,전라남도,화순군,도곡면,2880
2716,전라남도,화순군,도암면,1427
2717,전라남도,화순군,이서면,993
2718,전라남도,화순군,백아면,1601
2719,전라남도,화순군,동복면,1618
2720,전라남도,화순군,사평면,2147
2721,전라남도,화순군,동면,3400
2722,전라남도,장흥군,장흥읍,15238
2723,전라남도,장흥군,관산읍,4886
2724,전라남도,장흥군,대덕읍,3353
2725,전라남도,장흥군,용산면,2316
2726,전라남도,장흥군,안양면,2829
2727,전라남도,장흥군,장동면,1255
2728,전라남도,장흥군,장평면,2085
2729,전라남도,장흥군,유치면,1073
2730,전라남도,장흥군,부산면,1433
2731,전라남도,장흥군,회진면,2798
2732,전라남도,강진군,강진읍,13527
2733,전라남도,강진군,군동면,4392
2734,전라남도,강진군,칠량면,2312
2735,전라남도,강진군,대구면,1134
2736,전라남도,강진군,도암면,2490
2737,전라남도,강진군,신전면,1785
2738,전라남도,강진군,성전면,2792
2739,전라남도,강진군,작천면,1840
2740,전라남도,강진군,병영면,1627
2741,전라남도,강진군,옴천면,635
2742,전라남도,강진군,마량면,1793
2743,전라남도,해남군,해남읍,24750
2744,전라남도,해남군,삼산면,2909
2745,전라남도,해남군,화산면,3207
2746,전라남도,해남군,현산면,2790
2747,전라남도,해남군,송지면,6078
2748,전라남도,해남군,북평면,2811
2749,전라남도,해남군,북일면,2012
2750,전라남도,해남군,옥천면,2974
2751,전라남도,해남군,계곡면,2121
2752,전라남도,해남군,마산면,2419
2753,전라남도,해남군,황산면,4845
2754,전라남도,해남군,산이면,3748
2755,전라남도,해남군,문내면,4026
2756,전라남도,해남군,화원면,3601
2757,전라남도,영암군,영암읍,8153
2758,전라남도,영암군,삼호읍,15034
2759,전라남도,영암군,삼호읍서부출장소,6483
2760,전라남도,영암군,덕진면,1833
2761,전라남도,영암군,금정면,2063
2762,전라남도,영암군,신북면,3718
2763,전라남도,영암군,시종면,3566
2764,전라남도,영암군,도포면,2277
2765,전라남도,영암군,군서면,3185
2766,전라남도,영암군,서호면,1916
2767,전라남도,영암군,학산면,2992
2768,전라남도,영암군,미암면,2249
2769,전라남도,무안군,무안읍,10665
2770,전라남도,무안군,일로읍,15040
2771,전라남도,무안군,삼향읍,5477
2772,전라남도,무안군,삼향읍남악출장소,32788
2773,전라남도,무안군,몽탄면,3101
2774,전라남도,무안군,청계면,6301
2775,전라남도,무안군,현경면,4648
2776,전라남도,무안군,망운면,1979
2777,전라남도,무안군,해제면,4933
2778,전라남도,무안군,운남면,2938
2779,전라남도,함평군,함평읍,8317
2780,전라남도,함평군,손불면,3366
2781,전라남도,함평군,신광면,1844
2782,전라남도,함평군,학교면,3809
2783,전라남도,함평군,엄다면,1904
2784,전라남도,함평군,대동면,3147
2785,전라남도,함평군,나산면,2831
2786,전라남도,함평군,해보면,2784
2787,전라남도,함평군,월야면,3709
2788,전라남도,영광군,영광읍,21711
2789,전라남도,영광군,백수읍,4625
2790,전라남도,영광군,홍농읍,6879
2791,전라남도,영광군,대마면,1764
2792,전라남도,영광군,묘량면,1753
2793,전라남도,영광군,불갑면,1371
2794,전라남도,영광군,군서면,2319
2795,전라남도,영광군,군남면,2405
2796,전라남도,영광군,염산면,4031
2797,전라남도,영광군,법성면,5235
2798,전라남도,영광군,낙월면,380
2799,전라남도,영광군,낙월면안마출장소,190
2800,전라남도,장성군,장성읍,13477
2801,전라남도,장성군,진원면,3725
2802,전라남도,장성군,남면,3717
2803,전라남도,장성군,동화면,1833
2804,전라남도,장성군,삼서면,3260
2805,전라남도,장성군,삼계면,6064
2806,전라남도,장성군,황룡면,4050
2807,전라남도,장성군,서삼면,1553
2808,전라남도,장성군,북일면,1389
2809,전라남도,장성군,북이면,2880
2810,전라남도,장성군,북하면,2181
2811,전라남도,완도군,완도읍,18182
2812,전라남도,완도군,금일읍,3753
2813,전라남도,완도군,노화읍,4400
2814,전라남도,완도군,노화읍넙도출장소,784
2815,전라남도,완도군,군외면,3230
2816,전라남도,완도군,신지면,3415
2817,전라남도,완도군,고금면,4255
2818,전라남도,완도군,약산면,2367
2819,전라남도,완도군,청산면,2073
2820,전라남도,완도군,청산면모도출장소,223
2821,전라남도,완도군,소안면,2503
2822,전라남도,완도군,금당면,986
2823,전라남도,완도군,보길면,2684
2824,전라남도,완도군,생일면,818
2825,전라남도,진도군,진도읍,10865
2826,전라남도,진도군,군내면,3017
2827,전라남도,진도군,고군면,3595
2828,전라남도,진도군,의신면,3499
2829,전라남도,진도군,임회면,3422
2830,전라남도,진도군,지산면,3145
2831,전라남도,진도군,조도면,2312
2832,전라남도,진도군,조도면가사출장소,259
2833,전라남도,진도군,조도면거차출장소,380
2834,전라남도,신안군,지도읍,4206
2835,전라남도,신안군,지도읍선도출장소,243
2836,전라남도,신안군,압해읍,5757
2837,전라남도,신안군,압해읍매화출장소,236
2838,전라남도,신안군,압해읍고이도출장소,231
2839,전라남도,신안군,증도면,1470
2840,전라남도,신안군,증도면병풍출장소,310
2841,전라남도,신안군,임자면,3198
2842,전라남도,신안군,자은면,2272
2843,전라남도,신안군,비금면,3530
2844,전라남도,신안군,도초면,2511
2845,전라남도,신안군,도초면우이도출장소,217
2846,전라남도,신안군,흑산면,2246
2847,전라남도,신안군,흑산면가거도출장소,448
2848,전라남도,신안군,흑산면태도출장소,218
2849,전라남도,신안군,흑산면홍도출장소,486
2850,전라남도,신안군,흑산면대둔도출장소,320
2851,전라남도,신안군,하의면,1739
2852,전라남도,신안군,신의면,1533
2853,전라남도,신안군,장산면,1559
2854,전라남도,신안군,안좌면,2694
2855,전라남도,신안군,안좌면자라출장소,277
2856,전라남도,신안군,팔금면,975
2857,전라남도,신안군,암태면,2043
2858,경상북도,포항시 남구,구룡포읍,7522
2859,경상북도,포항시 남구,연일읍,30495
2860,경상북도,포항시 남구,오천읍,55248
2861,경상북도,포항시 남구,대송면,3478
2862,경상북도,포항시 남구,동해면,9890
2863,경상북도,포항시 남구,장기면,4090
2864,경상북도,포항시 남구,호미곶면,1905
2865,경상북도,포항시 남구,상대동,24891
2866,경상북도,포항시 남구,해도동,17201
2867,경상북도,포항시 남구,송도동,12484
2868,경상북도,포항시 남구,청림동,4716
2869,경상북도,포항시 남구,제철동,2848
2870,경상북도,포항시 남구,효곡동,30705
2871,경상북도,포항시 남구,대이동,25546
2872,경상북도,포항시 북구,흥해읍,40739
2873,경상북도,포항시 북구,신광면,2878
2874,경상북도,포항시 북구,청하면,4781
2875,경상북도,포항시 북구,송라면,2519
2876,경상북도,포항시 북구,기계면,4978
2877,경상북도,포항시 북구,죽장면,2131
2878,경상북도,포항시 북구,죽장면상옥출장소,594
2879,경상북도,포항시 북구,기북면,1304
2880,경상북도,포항시 북구,중앙동,15678
2881,경상북도,포항시 북구,양학동,17132
2882,경상북도,포항시 북구,죽도동,19849
2883,경상북도,포항시 북구,용흥동,22158
2884,경상북도,포항시 북구,우창동,32478
2885,경상북도,포항시 북구,두호동,23086
2886,경상북도,포항시 북구,장량동,72951
2887,경상북도,포항시 북구,환여동,9511
2888,경상북도,경주시,감포읍,5437
2889,경상북도,경주시,안강읍,24688
2890,경상북도,경주시,건천읍,9434
2891,경상북도,경주시,외동읍,21400
2892,경상북도,경주시,양북면,4278
2893,경상북도,경주시,양남면,6284
2894,경상북도,경주시,내남면,4708
2895,경상북도,경주시,산내면,3254
2896,경상북도,경주시,서면,3187
2897,경상북도,경주시,현곡면,21783
2898,경상북도,경주시,강동면,6220
2899,경상북도,경주시,천북면,5708
2900,경상북도,경주시,중부동,5182
2901,경상북도,경주시,황오동,6468
2902,경상북도,경주시,성건동,13894
2903,경상북도,경주시,황남동,4673
2904,경상북도,경주시,선도동,14776
2905,경상북도,경주시,월성동,5829
2906,경상북도,경주시,용강동,23282
2907,경상북도,경주시,황성동,28507
2908,경상북도,경주시,동천동,22469
2909,경상북도,경주시,불국동,9708
2910,경상북도,경주시,보덕동,1742
2911,경상북도,김천시,아포읍,7030
2912,경상북도,김천시,농소면,3040
2913,경상북도,김천시,남면,3124
2914,경상북도,김천시,개령면,2454
2915,경상북도,김천시,감문면,3316
2916,경상북도,김천시,어모면,4071
2917,경상북도,김천시,봉산면,3160
2918,경상북도,김천시,대항면,3436
2919,경상북도,김천시,감천면,1939
2920,경상북도,김천시,조마면,2217
2921,경상북도,김천시,구성면,2830
2922,경상북도,김천시,지례면,1561
2923,경상북도,김천시,부항면,1270
2924,경상북도,김천시,대덕면,2314
2925,경상북도,김천시,증산면,1033
2926,경상북도,김천시,자산동,6696
2927,경상북도,김천시,평화남산동,7643
2928,경상북도,김천시,양금동,3970
2929,경상북도,김천시,대신동,25479
2930,경상북도,김천시,대곡동,20426
2931,경상북도,김천시,지좌동,11091
2932,경상북도,김천시,율곡동,22620
2933,경상북도,안동시,풍산읍,6353
2934,경상북도,안동시,와룡면,4067
2935,경상북도,안동시,북후면,2986
2936,경상북도,안동시,서후면,3536
2937,경상북도,안동시,풍천면,6853
2938,경상북도,안동시,일직면,2759
2939,경상북도,안동시,남후면,1777
2940,경상북도,안동시,남선면,2113
2941,경상북도,안동시,임하면,2858
2942,경상북도,안동시,길안면,2714
2943,경상북도,안동시,임동면,1755
2944,경상북도,안동시,예안면,1865
2945,경상북도,안동시,도산면,1629
2946,경상북도,안동시,녹전면,1741
2947,경상북도,안동시,중구동,5134
2948,경상북도,안동시,명륜동,4981
2949,경상북도,안동시,용상동,22176
2950,경상북도,안동시,서구동,9134
2951,경상북도,안동시,태화동,13176
2952,경상북도,안동시,평화동,6274
2953,경상북도,안동시,안기동,6192
2954,경상북도,안동시,옥동,21581
2955,경상북도,안동시,송하동,16167
2956,경상북도,안동시,강남동,10419
2957,경상북도,구미시,선산읍,14856
2958,경상북도,구미시,고아읍,37916
2959,경상북도,구미시,산동읍,26564
2960,경상북도,구미시,무을면,1867
2961,경상북도,구미시,옥성면,1707
