id,do,si(gu),dong,population
2962,경상북도,구미시,도개면,2209
2963,경상북도,구미시,해평면,4084
2964,경상북도,구미시,장천면,3155
2965,경상북도,구미시,송정동,24217
2966,경상북도,구미시,원평1동,3775
2967,경상북도,구미시,원평2동,3091
2968,경상북도,구미시,도량동,29517
2969,경상북도,구미시,지산동,2216
2970,경상북도,구미시,선주원남동,39040
2971,경상북도,구미시,형곡1동,14514
2972,경상북도,구미시,형곡2동,16840
2973,경상북도,구미시,신평1동,3309
2974,경상북도,구미시,신평2동,3243
2975,경상북도,구미시,비산동,13271
2976,경상북도,구미시,광평동,4376
2977,경상북도,구미시,상모사곡동,30957
2978,경상북도,구미시,임오동,18815
2979,경상북도,구미시,인동동,48279
2980,경상북도,구미시,진미동,16324
2981,경상북도,구미시,양포동,46408
2982,경상북도,구미시,공단동,4403
2983,경상북도,영주시,풍기읍,10662
2984,경상북도,영주시,이산면,2358
2985,경상북도,영주시,평은면,1446
2986,경상북도,영주시,문수면,1958
2987,경상북도,영주시,장수면,2183
2988,경상북도,영주시,안정면,3017
2989,경상북도,영주시,봉현면,2737
2990,경상북도,영주시,순흥면,2016
2991,경상북도,영주시,단산면,1879
2992,경상북도,영주시,부석면,3101
2993,경상북도,영주시,상망동,7737
2994,경상북도,영주시,하망동,6262
2995,경상북도,영주시,영주1동,4049
2996,경상북도,영주시,영주2동,3542
2997,경상북도,영주시,휴천1동,6621
2998,경상북도,영주시,휴천2동,8220
2999,경상북도,영주시,휴천3동,7945
3000,경상북도,영주시,가흥1동,19021
3001,경상북도,영주시,가흥2동,7984
3002,경상북도,영천시,금호읍,11020
3003,경상북도,영천시,청통면,4135
3004,경상북도,영천시,신녕면,3871
3005,경상북도,영천시,화산면,3240
3006,경상북도,영천시,화북면,2215
3007,경상북도,영천시,화남면,3207
3008,경상북도,영천시,자양면,1215
3009,경상북도,영천시,임고면,4246
3010,경상북도,영천시,고경면,5957
3011,경상북도,영천시,북안면,4477
3012,경상북도,영천시,대창면,3104
3013,경상북도,영천시,동부동,29067
3014,경상북도,영천시,중앙동,9923
3015,경상북도,영천시,서부동,4827
3016,경상북도,영천시,완산동,7692
3017,경상북도,영천시,남부동,4187
3018,경상북도,상주시,함창읍,6539
3019,경상북도,상주시,중동면,1408
3020,경상북도,상주시,사벌국면,3871
3021,경상북도,상주시,낙동면,3025
3022,경상북도,상주시,낙동면동부출장소,998
3023,경상북도,상주시,청리면,2639
3024,경상북도,상주시,공성면,3978
3025,경상북도,상주시,외남면,1659
3026,경상북도,상주시,내서면,1958
3027,경상북도,상주시,모동면,2576
3028,경상북도,상주시,모서면,1738
3029,경상북도,상주시,모서면서부출장소,760
3030,경상북도,상주시,화동면,1986
3031,경상북도,상주시,화서면,2765
3032,경상북도,상주시,화북면,1226
3033,경상북도,상주시,화북면서부출장소,332
3034,경상북도,상주시,외서면,2721
3035,경상북도,상주시,은척면,1143
3036,경상북도,상주시,은척면북부출장소,378
3037,경상북도,상주시,공검면,2123
3038,경상북도,상주시,이안면,2048
3039,경상북도,상주시,화남면,821
3040,경상북도,상주시,남원동,12113
3041,경상북도,상주시,북문동,9071
3042,경상북도,상주시,계림동,8068
3043,경상북도,상주시,동문동,8291
3044,경상북도,상주시,동성동,3592
3045,경상북도,상주시,신흥동,9028
3046,경상북도,문경시,문경읍,5892
3047,경상북도,문경시,문경읍갈평출장소,1115
3048,경상북도,문경시,가은읍,3234
3049,경상북도,문경시,가은읍북부출장소,858
3050,경상북도,문경시,영순면,2493
3051,경상북도,문경시,산양면,3110
3052,경상북도,문경시,호계면,2433
3053,경상북도,문경시,산북면,2796
3054,경상북도,문경시,동로면,1964
3055,경상북도,문경시,마성면,3601
3056,경상북도,문경시,농암면,2654
3057,경상북도,문경시,점촌1동,5911
3058,경상북도,문경시,점촌2동,7177
3059,경상북도,문경시,점촌3동,9074
3060,경상북도,문경시,점촌4동,3172
3061,경상북도,문경시,점촌5동,16440
3062,경상북도,경산시,하양읍,25442
3063,경상북도,경산시,진량읍,36271
3064,경상북도,경산시,압량읍,20920
3065,경상북도,경산시,와촌면,5905
3066,경상북도,경산시,자인면,5524
3067,경상북도,경산시,용성면,3348
3068,경상북도,경산시,남산면,3736
3069,경상북도,경산시,남천면,2998
3070,경상북도,경산시,중방동,9897
3071,경상북도,경산시,중앙동,6548
3072,경상북도,경산시,남부동,19976
3073,경상북도,경산시,서부1동,36357
3074,경상북도,경산시,서부2동,31812
3075,경상북도,경산시,북부동,16277
3076,경상북도,경산시,동부동,39012
3077,경상북도,군위군,군위읍,8129
3078,경상북도,군위군,소보면,2293
3079,경상북도,군위군,효령면,3756
3080,경상북도,군위군,부계면,2044
3081,경상북도,군위군,우보면,1988
3082,경상북도,군위군,의흥면,2369
3083,경상북도,군위군,산성면,1178
3084,경상북도,군위군,삼국유사면,1337
3085,경상북도,의성군,의성읍,13311
3086,경상북도,의성군,단촌면,1933
3087,경상북도,의성군,점곡면,1609
3088,경상북도,의성군,옥산면,1785
3089,경상북도,의성군,사곡면,1559
3090,경상북도,의성군,춘산면,1469
3091,경상북도,의성군,가음면,1462
3092,경상북도,의성군,금성면,4261
3093,경상북도,의성군,봉양면,3921
3094,경상북도,의성군,비안면,2559
3095,경상북도,의성군,구천면,1814
3096,경상북도,의성군,단밀면,1738
3097,경상북도,의성군,단북면,1804
3098,경상북도,의성군,안계면,4579
3099,경상북도,의성군,다인면,3799
3100,경상북도,의성군,신평면,817
3101,경상북도,의성군,안평면,2147
3102,경상북도,의성군,안사면,837
3103,경상북도,청송군,청송읍,5207
3104,경상북도,청송군,주왕산면,1827
3105,경상북도,청송군,부남면,2499
3106,경상북도,청송군,현동면,2087
3107,경상북도,청송군,현서면,2508
3108,경상북도,청송군,안덕면,2608
3109,경상북도,청송군,파천면,1784
3110,경상북도,청송군,진보면,6387
3111,경상북도,영양군,영양읍,7214
3112,경상북도,영양군,입암면,2136
3113,경상북도,영양군,청기면,1729
3114,경상북도,영양군,일월면,1745
3115,경상북도,영양군,수비면,1714
3116,경상북도,영양군,석보면,2011
3117,경상북도,영덕군,영덕읍,10920
3118,경상북도,영덕군,강구면,6194
3119,경상북도,영덕군,남정면,2353
3120,경상북도,영덕군,달산면,1129
3121,경상북도,영덕군,지품면,1480
3122,경상북도,영덕군,지품면원전출장소,539
3123,경상북도,영덕군,축산면,917
3124,경상북도,영덕군,축산면축산출장소,1719
3125,경상북도,영덕군,영해면,6351
3126,경상북도,영덕군,병곡면,2772
3127,경상북도,영덕군,창수면,1669
3128,경상북도,청도군,화양읍,7169
3129,경상북도,청도군,화양읍남성현출장소,1101
3130,경상북도,청도군,청도읍,10269
3131,경상북도,청도군,청도읍유호출장소,1588
3132,경상북도,청도군,각남면,2134
3133,경상북도,청도군,풍각면,3900
3134,경상북도,청도군,각북면,2234
3135,경상북도,청도군,이서면,4511
3136,경상북도,청도군,운문면,2097
3137,경상북도,청도군,금천면,3308
3138,경상북도,청도군,매전면,3808
3139,경상북도,고령군,대가야읍,10037
3140,경상북도,고령군,덕곡면,1432
3141,경상북도,고령군,운수면,1850
3142,경상북도,고령군,성산면,2568
3143,경상북도,고령군,다산면,8417
3144,경상북도,고령군,개진면,1922
3145,경상북도,고령군,우곡면,1573
3146,경상북도,고령군,쌍림면,3368
3147,경상북도,성주군,성주읍,13619
3148,경상북도,성주군,선남면,6145
3149,경상북도,성주군,용암면,3702
3150,경상북도,성주군,수륜면,3085
3151,경상북도,성주군,가천면,2011
3152,경상북도,성주군,금수면,1207
3153,경상북도,성주군,대가면,2447
3154,경상북도,성주군,벽진면,3043
3155,경상북도,성주군,초전면,4497
3156,경상북도,성주군,월항면,3349
3157,경상북도,칠곡군,왜관읍,33241
3158,경상북도,칠곡군,북삼읍,24402
3159,경상북도,칠곡군,석적읍,30859
3160,경상북도,칠곡군,지천면,4186
3161,경상북도,칠곡군,동명면,5309
3162,경상북도,칠곡군,가산면,3474
3163,경상북도,칠곡군,약목면,9705
3164,경상북도,칠곡군,기산면,3205
3165,경상북도,예천군,예천읍,14633
3166,경상북도,예천군,용문면,2301
3167,경상북도,예천군,감천면,2631
3168,경상북도,예천군,보문면,1684
3169,경상북도,예천군,호명면,19596
3170,경상북도,예천군,유천면,2526
3171,경상북도,예천군,용궁면,2410
3172,경상북도,예천군,개포면,1505
3173,경상북도,예천군,지보면,2697
3174,경상북도,예천군,풍양면,3127
3175,경상북도,예천군,효자면,1189
3176,경상북도,예천군,은풍면,1350
3177,경상북도,봉화군,봉화읍,9908
3178,경상북도,봉화군,물야면,3117
3179,경상북도,봉화군,봉성면,2089
3180,경상북도,봉화군,법전면,2012
3181,경상북도,봉화군,춘양면,4390
3182,경상북도,봉화군,소천면,2196
3183,경상북도,봉화군,재산면,1509
3184,경상북도,봉화군,명호면,2250
3185,경상북도,봉화군,상운면,1730
3186,경상북도,봉화군,석포면,2031
3187,경상북도,울진군,울진읍,13983
3188,경상북도,울진군,평해읍,2830
3189,경상북도,울진군,북면,6612
3190,경상북도,울진군,북면하당출장소,704
3191,경상북도,울진군,근남면,2753
3192,경상북도,울진군,기성면,2533
3193,경상북도,울진군,온정면,1735
3194,경상북도,울진군,죽변면,6441
3195,경상북도,울진군,후포면,7482
3196,경상북도,울진군,금강송면,1268
3197,경상북도,울진군,매화면,2020
3198,경상북도,울릉군,울릉읍,6386
3199,경상북도,울릉군,서면,872
3200,경상북도,울릉군,서면태하출장소,437
3201,경상북도,울릉군,북면,1324
3202,경상남도,창원시 의창구,동읍,19896
3203,경상남도,창원시 의창구,북면,43411
3204,경상남도,창원시 의창구,대산면,7170
3205,경상남도,창원시 의창구,의창동,50764
3206,경상남도,창원시 의창구,팔룡동,37691
3207,경상남도,창원시 의창구,명곡동,41960
3208,경상남도,창원시 의창구,봉림동,30258
3209,경상남도,창원시 의창구,용지동,29803
3210,경상남도,창원시 성산구,반송동,41519
3211,경상남도,창원시 성산구,중앙동,22907
3212,경상남도,창원시 성산구,상남동,27959
3213,경상남도,창원시 성산구,사파동,45309
3214,경상남도,창원시 성산구,가음정동,40920
3215,경상남도,창원시 성산구,성주동,26446
3216,경상남도,창원시 성산구,웅남동,7866
3217,경상남도,창원시 마산합포구,구산면,4253
3218,경상남도,창원시 마산합포구,진동면,12220
3219,경상남도,창원시 마산합포구,진북면,3486
3220,경상남도,창원시 마산합포구,진전면,3950
3221,경상남도,창원시 마산합포구,현동,14179
3222,경상남도,창원시 마산합포구,가포동,982
3223,경상남도,창원시 마산합포구,월영동,39226
3224,경상남도,창원시 마산합포구,문화동,11173
3225,경상남도,창원시 마산합포구,반월중앙동,14670
3226,경상남도,창원시 마산합포구,완월동,9178
3227,경상남도,창원시 마산합포구,자산동,10691
3228,경상남도,창원시 마산합포구,교방동,15922
3229,경상남도,창원시 마산합포구,오동동,19540
3230,경상남도,창원시 마산합포구,합포동,6840
3231,경상남도,창원시 마산합포구,산호동,12463
3232,경상남도,창원시 마산회원구,내서읍,64130
3233,경상남도,창원시 마산회원구,회원1동,10361
3234,경상남도,창원시 마산회원구,회원2동,10116
3235,경상남도,창원시 마산회원구,석전동,17054
3236,경상남도,창원시 마산회원구,회성동,6220
3237,경상남도,창원시 마산회원구,양덕1동,11172
3238,경상남도,창원시 마산회원구,양덕2동,31556
3239,경상남도,창원시 마산회원구,합성1동,9393
3240,경상남도,창원시 마산회원구,합성2동,7671
3241,경상남도,창원시 마산회원구,구암1동,9034
3242,경상남도,창원시 마산회원구,구암2동,9566
3243,경상남도,창원시 마산회원구,봉암동,3320
3244,경상남도,창원시 진해구,충무동,17080
3245,경상남도,창원시 진해구,여좌동,8625
3246,경상남도,창원시 진해구,태백동,4961
3247,경상남도,창원시 진해구,경화동,11313
3248,경상남도,창원시 진해구,병암동,7506
3249,경상남도,창원시 진해구,석동,17334
3250,경상남도,창원시 진해구,이동,8586
3251,경상남도,창원시 진해구,자은동,21439
3252,경상남도,창원시 진해구,덕산동,10191
3253,경상남도,창원시 진해구,풍호동,25879
3254,경상남도,창원시 진해구,웅천동,12824
3255,경상남도,창원시 진해구,웅동1동,6418
3256,경상남도,창원시 진해구,웅동2동,40576
3257,경상남도,진주시,문산읍,8150
3258,경상남도,진주시,내동면,4116
3259,경상남도,진주시,정촌면,8292
3260,경상남도,진주시,금곡면,2216
3261,경상남도,진주시,진성면,1901
3262,경상남도,진주시,일반성면,2590
3263,경상남도,진주시,이반성면,1593
3264,경상남도,진주시,사봉면,1492
3265,경상남도,진주시,지수면,1464
3266,경상남도,진주시,대곡면,3235
3267,경상남도,진주시,금산면,20987
3268,경상남도,진주시,집현면,4728
3269,경상남도,진주시,미천면,1592
3270,경상남도,진주시,명석면,4006
3271,경상남도,진주시,대평면,1045
3272,경상남도,진주시,수곡면,2225
3273,경상남도,진주시,천전동,27473
3274,경상남도,진주시,성북동,10670
3275,경상남도,진주시,중앙동,11055
3276,경상남도,진주시,상봉동,14064
3277,경상남도,진주시,상대동,19577
3278,경상남도,진주시,하대동,24594
3279,경상남도,진주시,상평동,11641
3280,경상남도,진주시,초장동,26805
3281,경상남도,진주시,평거동,27532
3282,경상남도,진주시,신안동,11673
3283,경상남도,진주시,이현동,12036
3284,경상남도,진주시,판문동,21106
3285,경상남도,진주시,가호동,27028
3286,경상남도,진주시,충무공동,32148
3287,경상남도,통영시,산양읍,4628
3288,경상남도,통영시,용남면,12579
3289,경상남도,통영시,도산면,2898
3290,경상남도,통영시,광도면,30955
3291,경상남도,통영시,욕지면,1986
3292,경상남도,통영시,한산면,1983
3293,경상남도,통영시,사량면,1483
3294,경상남도,통영시,도천동,8815
3295,경상남도,통영시,명정동,2936
3296,경상남도,통영시,중앙동,3933
3297,경상남도,통영시,정량동,8938
3298,경상남도,통영시,북신동,10504
3299,경상남도,통영시,미수동,11201
3300,경상남도,통영시,봉평동,10337
3301,경상남도,통영시,무전동,13812
3302,경상남도,사천시,사천읍,17743
3303,경상남도,사천시,정동면,13245
3304,경상남도,사천시,사남면,15514
3305,경상남도,사천시,용현면,7550
3306,경상남도,사천시,축동면,1596
3307,경상남도,사천시,곤양면,3416
3308,경상남도,사천시,곤명면,2823
3309,경상남도,사천시,서포면,3490
3310,경상남도,사천시,동서동,6071
3311,경상남도,사천시,선구동,5087
3312,경상남도,사천시,동서금동,6412
3313,경상남도,사천시,벌용동,15224
3314,경상남도,사천시,향촌동,6799
3315,경상남도,사천시,남양동,5270
3316,경상남도,사천시,신수출장소,261
3317,경상남도,김해시,진영읍,55730
3318,경상남도,김해시,주촌면,18251
3319,경상남도,김해시,진례면,6500
3320,경상남도,김해시,한림면,7471
3321,경상남도,김해시,생림면,3815
3322,경상남도,김해시,상동면,3139
3323,경상남도,김해시,대동면,6013
3324,경상남도,김해시,동상동,9743
3325,경상남도,김해시,회현동,9213
3326,경상남도,김해시,부원동,9921
3327,경상남도,김해시,내외동,73735
3328,경상남도,김해시,북부동,80531
3329,경상남도,김해시,칠산서부동,9559
3330,경상남도,김해시,활천동,40264
3331,경상남도,김해시,삼안동,33284
3332,경상남도,김해시,불암동,7677
3333,경상남도,김해시,장유1동,56951
3334,경상남도,김해시,장유2동,36351
3335,경상남도,김해시,장유3동,72715
3336,경상남도,밀양시,삼랑진읍,5334
3337,경상남도,밀양시,삼랑진임천출장소,1311
3338,경상남도,밀양시,하남읍,7111
3339,경상남도,밀양시,부북면,5189
3340,경상남도,밀양시,상동면,3070
3341,경상남도,밀양시,산외면,2804
3342,경상남도,밀양시,산내면,3932
3343,경상남도,밀양시,단장면,4284
3344,경상남도,밀양시,상남면,8387
3345,경상남도,밀양시,초동면,3415
3346,경상남도,밀양시,무안면,5001
3347,경상남도,밀양시,청도면,1783
3348,경상남도,밀양시,내일동,2707
3349,경상남도,밀양시,내이동,16037
3350,경상남도,밀양시,삼문동,20212
3351,경상남도,밀양시,가곡동,7927
3352,경상남도,밀양시,교동,5850
3353,경상남도,거제시,일운면,8020
3354,경상남도,거제시,동부면,3120
3355,경상남도,거제시,남부면,1612
3356,경상남도,거제시,거제면,7225
3357,경상남도,거제시,둔덕면,2957
3358,경상남도,거제시,사등면,12036
3359,경상남도,거제시,사등면가조출장소,1113
3360,경상남도,거제시,연초면,8239
3361,경상남도,거제시,하청면,3601
3362,경상남도,거제시,하청면칠천출장소,1086
3363,경상남도,거제시,장목면,3139
3364,경상남도,거제시,장목면외포출장소,1404
3365,경상남도,거제시,장승포동,6181
3366,경상남도,거제시,능포동,9306
3367,경상남도,거제시,아주동,27167
3368,경상남도,거제시,옥포1동,7345
3369,경상남도,거제시,옥포2동,26356
3370,경상남도,거제시,장평동,20577
3371,경상남도,거제시,고현동,35454
3372,경상남도,거제시,상문동,34485
3373,경상남도,거제시,수양동,23731
3374,경상남도,양산시,물금읍,120932
3375,경상남도,양산시,동면,35122
3376,경상남도,양산시,원동면,3367
3377,경상남도,양산시,상북면,12851
3378,경상남도,양산시,하북면,8335
3379,경상남도,양산시,중앙동,11465
3380,경상남도,양산시,양주동,33341
3381,경상남도,양산시,삼성동,22202
3382,경상남도,양산시,강서동,9110
3383,경상남도,양산시,서창동,28426
3384,경상남도,양산시,소주동,20287
3385,경상남도,양산시,평산동,30747
3386,경상남도,양산시,덕계동,16645
3387,경상남도,의령군,의령읍,9538
3388,경상남도,의령군,가례면,1686
3389,경상남도,의령군,칠곡면,1187
3390,경상남도,의령군,대의면,1034
3391,경상남도,의령군,화정면,1527
3392,경상남도,의령군,용덕면,1543
3393,경상남도,의령군,정곡면,1451
3394,경상남도,의령군,지정면,1846
3395,경상남도,의령군,낙서면,751
3396,경상남도,의령군,부림면,2814
3397,경상남도,의령군,봉수면,985
3398,경상남도,의령군,궁류면,1142
3399,경상남도,의령군,유곡면,1165
3400,경상남도,함안군,가야읍,18519
3401,경상남도,함안군,칠원읍,19301
3402,경상남도,함안군,함안면,2406
3403,경상남도,함안군,군북면,6163
3404,경상남도,함안군,법수면,2880
3405,경상남도,함안군,대산면,3445
3406,경상남도,함안군,칠서면,5378
3407,경상남도,함안군,칠북면,1935
3408,경상남도,함안군,산인면,2761
3409,경상남도,함안군,여항면,906
3410,경상남도,창녕군,창녕읍,16897
3411,경상남도,창녕군,남지읍,12129
3412,경상남도,창녕군,고암면,2057
3413,경상남도,창녕군,성산면,1585
3414,경상남도,창녕군,대합면,3931
3415,경상남도,창녕군,이방면,2556
3416,경상남도,창녕군,유어면,1768
3417,경상남도,창녕군,대지면,2568
3418,경상남도,창녕군,계성면,2365
3419,경상남도,창녕군,영산면,5522
3420,경상남도,창녕군,장마면,1862
3421,경상남도,창녕군,도천면,2754
3422,경상남도,창녕군,길곡면,1528
3423,경상남도,창녕군,부곡면,3550
3424,경상남도,고성군,고성읍,24310
3425,경상남도,고성군,삼산면,1755
3426,경상남도,고성군,하일면,1857
3427,경상남도,고성군,하이면,2722
3428,경상남도,고성군,상리면,1592
3429,경상남도,고성군,대가면,1668
3430,경상남도,고성군,영현면,855
3431,경상남도,고성군,영오면,1437
3432,경상남도,고성군,개천면,1119
3433,경상남도,고성군,구만면,1021
3434,경상남도,고성군,회화면,3590
3435,경상남도,고성군,마암면,1738
3436,경상남도,고성군,동해면,3067
3437,경상남도,고성군,거류면,4304
3438,경상남도,남해군,남해읍,13144
3439,경상남도,남해군,이동면,3726
3440,경상남도,남해군,상주면,1639
3441,경상남도,남해군,삼동면,3887
3442,경상남도,남해군,미조면,2308
3443,경상남도,남해군,남면,3497
3444,경상남도,남해군,서면,2584
3445,경상남도,남해군,고현면,3529
3446,경상남도,남해군,설천면,2836
3447,경상남도,남해군,창선면,5559
3448,경상남도,하동군,하동읍,9904
3449,경상남도,하동군,화개면,3060
3450,경상남도,하동군,악양면,3521
3451,경상남도,하동군,적량면,1922
3452,경상남도,하동군,횡천면,1889
3453,경상남도,하동군,고전면,2277
3454,경상남도,하동군,금남면,3477
3455,경상남도,하동군,진교면,5976
3456,경상남도,하동군,양보면,1755
3457,경상남도,하동군,북천면,1745
3458,경상남도,하동군,청암면,1492
3459,경상남도,하동군,옥종면,4303
3460,경상남도,하동군,금성면,3067
3461,경상남도,산청군,산청읍,6808
3462,경상남도,산청군,차황면,1392
3463,경상남도,산청군,오부면,1073
3464,경상남도,산청군,생초면,2031
3465,경상남도,산청군,금서면,2886
3466,경상남도,산청군,삼장면,1828
3467,경상남도,산청군,시천면,4152
3468,경상남도,산청군,단성면,5587
3469,경상남도,산청군,신안면,5669
3470,경상남도,산청군,생비량면,1184
3471,경상남도,산청군,신등면,2076
3472,경상남도,함양군,함양읍,18428
3473,경상남도,함양군,마천면,2157
3474,경상남도,함양군,휴천면,1584
3475,경상남도,함양군,유림면,1642
3476,경상남도,함양군,수동면,2447
3477,경상남도,함양군,지곡면,2055
3478,경상남도,함양군,안의면,4533
3479,경상남도,함양군,서하면,1447
3480,경상남도,함양군,서상면,1822
3481,경상남도,함양군,백전면,1553
3482,경상남도,함양군,병곡면,1346
3483,경상남도,거창군,거창읍,41195
3484,경상남도,거창군,주상면,1516
3485,경상남도,거창군,웅양면,1886
3486,경상남도,거창군,고제면,1405
3487,경상남도,거창군,북상면,1539
3488,경상남도,거창군,위천면,1976
3489,경상남도,거창군,마리면,2003
3490,경상남도,거창군,남상면,2340
3491,경상남도,거창군,남하면,1441
3492,경상남도,거창군,신원면,1492
3493,경상남도,거창군,가조면,3712
3494,경상남도,거창군,가북면,1355
3495,경상남도,합천군,합천읍,11235
3496,경상남도,합천군,봉산면,1435
3497,경상남도,합천군,묘산면,1559
3498,경상남도,합천군,가야면,4254
3499,경상남도,합천군,야로면,2420
3500,경상남도,합천군,율곡면,2238
3501,경상남도,합천군,초계면,2467
3502,경상남도,합천군,쌍책면,1271
3503,경상남도,합천군,덕곡면,859
3504,경상남도,합천군,청덕면,1648
3505,경상남도,합천군,적중면,1407
3506,경상남도,합천군,대양면,1866
3507,경상남도,합천군,쌍백면,1769
3508,경상남도,합천군,삼가면,3208
3509,경상남도,합천군,가회면,1745
3510,경상남도,합천군,대병면,2031
3511,경상남도,합천군,용주면,2223
3512,제주특별자치도,제주시,한림읍,21214
3513,제주특별자치도,제주시,애월읍,37072
3514,제주특별자치도,제주시,구좌읍,15412
3515,제주특별자치도,제주시,조천읍,25324
3516,제주특별자치도,제주시,한경면,9052
3517,제주특별자치도,제주시,추자면,1636
3518,제주특별자치도,제주시,우도면,1734
3519,제주특별자치도,제주시,일도1동,2485
3520,제주특별자치도,제주시,일도2동,32714
3521,제주특별자치도,제주시,이도1동,7534
3522,제주특별자치도,제주시,이도2동,49541
3523,제주특별자치도,제주시,삼도1동,13523
3524,제주특별자치도,제주시,삼도2동,7941
3525,제주특별자치도,제주시,용담1동,6939
3526,제주특별자치도,제주시,용담2동,14626
3527,제주특별자치도,제주시,건입동,8917
3528,제주특별자치도,제주시,화북동,24422
3529,제주특별자치도,제주시,삼양동,25770
3530,제주특별자치도,제주시,봉개동,5281
3531,제주특별자치도,제주시,아라동,38072
3532,제주특별자치도,제주시,오라동,15766
3533,제주특별자치도,제주시,연동,41949
3534,제주특별자치도,제주시,노형동,55083
3535,제주특별자치도,제주시,외도동,22003
3536,제주특별자치도,제주시,이호동,4563
3537,제주특별자치도,제주시,도두동,3270
3538,제주특별자치도,서귀포시,대정읍,21883
3539,제주특별자치도,서귀포시,남원읍,18704
3540,제주특별자치도,서귀포시,성산읍,15419
3541,제주특별자치도,서귀포시,안덕면,12095
3542,제주특별자치도,서귀포시,표선면,12307
3543,제주특별자치도,서귀포시,송산동,4061
3544,제주특별자치도,서귀포시,정방동,2122
3545,제주특별자치도,서귀포시,중앙동,3405
3546,제주특별자치도,서귀포시,천지동,3463
3547,제주특별자치도,서귀포시,효돈동,5262
3548,제주특별자치도,서귀포시,영천동,5165
3549,제주특별자치도,서귀포시,동홍동,23203
3550,제주특별자치도,서귀포시,서홍동,10757
3551,제주특별자치도,서귀포시,대륜동,14958
3552,제주특별자치도,서귀포시,대천동,13858
3553,제주특별자치도,서귀포시,중문동,11544
3554,제주특별자치도,서귀포시,예래동,3925
